Strain	Condition	Trait	Value
DL238	arsenic4	mean.norm.EXT	0.241413883252198
DL238	arsenic4	mean.norm.EXT	-0.859305356227139
DL238	arsenic4	mean.norm.EXT	-0.306520788843279
DL238	arsenic4	mean.norm.EXT	-0.820040779862403
DL238	arsenic4	mean.norm.EXT	-1.32532789867581
DL238	arsenic4	mean.norm.EXT	-1.0398786802649
DL238	arsenic4	mean.norm.EXT	-0.459369008408934
DL238	arsenic4	mean.norm.EXT	-1.13578881980305
DL238	arsenic4	mean.norm.EXT	-1.00362374223131
DL238	arsenic4	mean.norm.EXT	-0.0824208791575436
JU775	arsenic4	mean.norm.EXT	-0.910638963998277
JU775	arsenic4	mean.norm.EXT	-1.01608897264505
JU775	arsenic4	mean.norm.EXT	-0.934737976885767
JU775	arsenic4	mean.norm.EXT	-0.262269715024086
JU775	arsenic4	mean.norm.EXT	-0.89911255566446
JU775	arsenic4	mean.norm.EXT	-0.629970199355637
JU775	arsenic4	mean.norm.EXT	-1.04981856621524
JU775	arsenic4	mean.norm.EXT	-0.924111440375054
JU775	arsenic4	mean.norm.EXT	-1.08544771171603
JU775	arsenic4	mean.norm.EXT	-1.36543183118193
JU775	arsenic4	mean.norm.EXT	-1.19219736994816
JU775	arsenic4	mean.norm.EXT	-1.10833818781313
JU775	arsenic4	mean.norm.EXT	-1.04653795875324
JU775	arsenic4	mean.norm.EXT	-0.553340265270185
JU775	arsenic4	mean.norm.EXT	-1.00994614739497
JU775	arsenic4	mean.norm.EXT	-0.614665133631087
JU775	arsenic4	mean.norm.EXT	-0.63055989093786
N2	arsenic4	mean.norm.EXT	-0.810256391793739
N2	arsenic4	mean.norm.EXT	-1.19252575063022
N2	arsenic4	mean.norm.EXT	-0.965424629239348
N2	arsenic4	mean.norm.EXT	-0.604780867011705
N2	arsenic4	mean.norm.EXT	-1.18625076993161
N2	arsenic4	mean.norm.EXT	-0.932322474542964
N2	arsenic4	mean.norm.EXT	-0.32913106204646
N2	arsenic4	mean.norm.EXT	-0.343795600210252
N2	arsenic4	mean.norm.EXT	-0.914514488862752
N2	arsenic4	mean.norm.EXT	-0.84444326081709
N2	arsenic4	mean.norm.EXT	-1.26279104782327
N2	arsenic4	mean.norm.EXT	-1.23331142899624
N2	arsenic4	mean.norm.EXT	-0.522521491546797
N2	arsenic4	mean.norm.EXT	-0.483964594402499
N2	arsenic4	mean.norm.EXT	0.226628847684418
N2	arsenic4	mean.norm.EXT	-0.991337633067992
N2	arsenic4	mean.norm.EXT	-1.12415272718896
CB4856	arsenic4	mean.norm.yellow	-0.0265773544082847
CB4856	arsenic4	mean.norm.yellow	-0.0695698525992483
CB4856	arsenic4	mean.norm.yellow	-0.0660327393576522
CB4856	arsenic4	mean.norm.yellow	-0.0202980530056469
CB4856	arsenic4	mean.norm.yellow	-0.0390698466761315
CB4856	arsenic4	mean.norm.yellow	0.0501758474556368
CB4856	arsenic4	mean.norm.yellow	0.011198829334155
CB4856	arsenic4	mean.norm.yellow	0.023852288618312
CB4856	arsenic4	mean.norm.yellow	-0.0657340640130763
CB4856	arsenic4	mean.norm.yellow	-0.0747810004858355
CB4856	arsenic4	mean.norm.yellow	-0.0456642240008142
CB4856	arsenic4	mean.norm.yellow	-0.038354482512402
CB4856	arsenic4	mean.norm.yellow	-0.0126459383394079
CB4856	arsenic4	mean.norm.yellow	-0.0721611370029865
CB4856	arsenic4	mean.norm.yellow	-0.0584138114227711
CB4856	arsenic4	mean.norm.yellow	-0.0517183594025889
CB4856	arsenic4	mean.norm.yellow	0.00698141961898929
CB4856	arsenic4	mean.norm.yellow	-0.0260336701240162
CB4856	arsenic4	mean.norm.yellow	-0.0724575363884747
CB4856	arsenic4	mean.norm.yellow	0.0537659323624703
DL238	arsenic4	mean.norm.yellow	0.135638834358004
DL238	arsenic4	mean.norm.yellow	0.0164524971948376
DL238	arsenic4	mean.norm.yellow	0.032656499896438
DL238	arsenic4	mean.norm.yellow	0.0874092229018347
DL238	arsenic4	mean.norm.yellow	0.010159555999573
DL238	arsenic4	mean.norm.yellow	0.155572825006234
DL238	arsenic4	mean.norm.yellow	-0.0408615716630717
DL238	arsenic4	mean.norm.yellow	0.125712932575451
DL238	arsenic4	mean.norm.yellow	-0.00588715260392716
DL238	arsenic4	mean.norm.yellow	0.0224777505162078
DL238	arsenic4	mean.norm.yellow	-0.00190883272231138
DL238	arsenic4	mean.norm.yellow	-0.0298277137363145
DL238	arsenic4	mean.norm.yellow	0.0124895977418579
DL238	arsenic4	mean.norm.yellow	0.0323836735655999
DL238	arsenic4	mean.norm.yellow	0.0129592641706858
DL238	arsenic4	mean.norm.yellow	-0.0846740865711846
DL238	arsenic4	mean.norm.yellow	0.0871232965980661
JU775	arsenic4	mean.norm.yellow	0.0128746991846673
JU775	arsenic4	mean.norm.yellow	-0.00487229530037522
JU775	arsenic4	mean.norm.yellow	0.00516821141679555
JU775	arsenic4	mean.norm.yellow	0.105776346616115
JU775	arsenic4	mean.norm.yellow	0.020551503184277
JU775	arsenic4	mean.norm.yellow	0.020190675754869
JU775	arsenic4	mean.norm.yellow	0.00370269895507783
JU775	arsenic4	mean.norm.yellow	0.00185077751937598
JU775	arsenic4	mean.norm.yellow	-0.0244896050540768
JU775	arsenic4	mean.norm.yellow	-0.036342601730893
JU775	arsenic4	mean.norm.yellow	-0.051259063704042
JU775	arsenic4	mean.norm.yellow	-0.0154035250474653
JU775	arsenic4	mean.norm.yellow	0.00348473586930051
JU775	arsenic4	mean.norm.yellow	-0.00777249790005344
JU775	arsenic4	mean.norm.yellow	0.00687506781069666
JU775	arsenic4	mean.norm.yellow	0.117468901449206
JU775	arsenic4	mean.norm.yellow	0.075431504056093
N2	arsenic4	mean.norm.yellow	0.0243503416196829
N2	arsenic4	mean.norm.yellow	-0.0225195442614093
N2	arsenic4	mean.norm.yellow	-0.00576218284688079
N2	arsenic4	mean.norm.yellow	0.0652748998551804
N2	arsenic4	mean.norm.yellow	-0.0138591414317767
N2	arsenic4	mean.norm.yellow	-0.0086111408815602
N2	arsenic4	mean.norm.yellow	0.104712786978878
N2	arsenic4	mean.norm.yellow	0.121390931214104
N2	arsenic4	mean.norm.yellow	-0.0366540200449487
N2	arsenic4	mean.norm.yellow	0.0366188324690049
N2	arsenic4	mean.norm.yellow	-0.021996480534896
N2	arsenic4	mean.norm.yellow	-0.0633469225002201
N2	arsenic4	mean.norm.yellow	-0.00331947657826343
N2	arsenic4	mean.norm.yellow	0.129750991336924
N2	arsenic4	mean.norm.yellow	0.0919376105402837
N2	arsenic4	mean.norm.yellow	-0.0141731452657046
N2	arsenic4	mean.norm.yellow	-0.0232490543078723
CB4856	arsenic4	mean.TOF	-126.209397677052
CB4856	arsenic4	mean.TOF	-138.117822585477
CB4856	arsenic4	mean.TOF	-139.927346395
CB4856	arsenic4	mean.TOF	-154.668087135741
CB4856	arsenic4	mean.TOF	-148.547859215513
CB4856	arsenic4	mean.TOF	-15.4273463950005
CB4856	arsenic4	mean.TOF	-145.927346395
CB4856	arsenic4	mean.TOF	-148.957649425304
CB4856	arsenic4	mean.TOF	-159.153335095565
CB4856	arsenic4	mean.TOF	-161.826013061667
CB4856	arsenic4	mean.TOF	-151.677346395
CB4856	arsenic4	mean.TOF	-156.899568617223
CB4856	arsenic4	mean.TOF	-136.824782292436
CB4856	arsenic4	mean.TOF	-150.111556921316
CB4856	arsenic4	mean.TOF	-158.427346395
CB4856	arsenic4	mean.TOF	-161.412194879849
CB4856	arsenic4	mean.TOF	-140.225592009036
CB4856	arsenic4	mean.TOF	-122.879727347381
CB4856	arsenic4	mean.TOF	-123.294013061667
CB4856	arsenic4	mean.TOF	-113.894013061667
DL238	arsenic4	mean.TOF	-91.5108162873113
DL238	arsenic4	mean.TOF	-113.318508595004
DL238	arsenic4	mean.TOF	-100.177482953978
DL238	arsenic4	mean.TOF	-120.344149620645
DL238	arsenic4	mean.TOF	-127.796530573026
DL238	arsenic4	mean.TOF	-140.233038509534
DL238	arsenic4	mean.TOF	-169.385816287311
DL238	arsenic4	mean.TOF	-49.9393877158828
DL238	arsenic4	mean.TOF	-142.427482953978
DL238	arsenic4	mean.TOF	-119.792066287311
DL238	arsenic4	mean.TOF	-177.241585518081
DL238	arsenic4	mean.TOF	-69.8679591444542
DL238	arsenic4	mean.TOF	-144.260816287311
DL238	arsenic4	mean.TOF	-139.788594065089
DL238	arsenic4	mean.TOF	-161.677482953978
DL238	arsenic4	mean.TOF	-118.677482953978
DL238	arsenic4	mean.TOF	-79.1536734301685
JU775	arsenic4	mean.TOF	-139.146578447495
JU775	arsenic4	mean.TOF	-84.4465784474952
JU775	arsenic4	mean.TOF	-130.294726595643
JU775	arsenic4	mean.TOF	-119.237487538404
JU775	arsenic4	mean.TOF	-161.146578447495
JU775	arsenic4	mean.TOF	-142.415809216726
JU775	arsenic4	mean.TOF	-167.079911780829
JU775	arsenic4	mean.TOF	-135.896578447495
JU775	arsenic4	mean.TOF	-130.646578447495
JU775	arsenic4	mean.TOF	-76.4799117808286
JU775	arsenic4	mean.TOF	-140.289435590352
JU775	arsenic4	mean.TOF	-108.146578447495
JU775	arsenic4	mean.TOF	-141.860864161781
JU775	arsenic4	mean.TOF	-75.1465784474952
JU775	arsenic4	mean.TOF	-69.2465784474952
JU775	arsenic4	mean.TOF	-124.146578447495
JU775	arsenic4	mean.TOF	-174.546578447495
N2	arsenic4	mean.TOF	-152.310767352006
N2	arsenic4	mean.TOF	-172.552702835877
N2	arsenic4	mean.TOF	-79.6857673520058
N2	arsenic4	mean.TOF	-69.5607673520058
N2	arsenic4	mean.TOF	-177.083494624733
N2	arsenic4	mean.TOF	-143.882195923434
N2	arsenic4	mean.TOF	-142.992585533824
N2	arsenic4	mean.TOF	-108.65692119816
N2	arsenic4	mean.TOF	-131.477434018672
N2	arsenic4	mean.TOF	-153.239338780577
N2	arsenic4	mean.TOF	-160.854245612875
N2	arsenic4	mean.TOF	-170.060767352006
N2	arsenic4	mean.TOF	-102.928414410829
N2	arsenic4	mean.TOF	-96.0964816377201
N2	arsenic4	mean.TOF	-134.644100685339
N2	arsenic4	mean.TOF	-114.733844275083
N2	arsenic4	mean.TOF	-147.628949170188
CB4856	arsenic4	norm.n	-98.780701754386
CB4856	arsenic4	norm.n	-100.447368421053
CB4856	arsenic4	norm.n	-102.447368421053
CB4856	arsenic4	norm.n	-98.4473684210526
CB4856	arsenic4	norm.n	-85.780701754386
CB4856	arsenic4	norm.n	-105.447368421053
CB4856	arsenic4	norm.n	-101.447368421053
CB4856	arsenic4	norm.n	-103.780701754386
CB4856	arsenic4	norm.n	-87.780701754386
CB4856	arsenic4	norm.n	-65.780701754386
CB4856	arsenic4	norm.n	-103.447368421053
CB4856	arsenic4	norm.n	-95.4473684210526
CB4856	arsenic4	norm.n	-103.114035087719
CB4856	arsenic4	norm.n	-69.4473684210526
CB4856	arsenic4	norm.n	-105.447368421053
CB4856	arsenic4	norm.n	-103.780701754386
CB4856	arsenic4	norm.n	-101.114035087719
CB4856	arsenic4	norm.n	-102.780701754386
CB4856	arsenic4	norm.n	-104.114035087719
CB4856	arsenic4	norm.n	-104.114035087719
DL238	arsenic4	norm.n	-130.377192982456
DL238	arsenic4	norm.n	-126.543859649123
DL238	arsenic4	norm.n	-130.043859649123
DL238	arsenic4	norm.n	-130.043859649123
DL238	arsenic4	norm.n	-128.377192982456
DL238	arsenic4	norm.n	-127.043859649123
DL238	arsenic4	norm.n	-130.377192982456
DL238	arsenic4	norm.n	-128.377192982456
DL238	arsenic4	norm.n	-129.043859649123
DL238	arsenic4	norm.n	-122.377192982456
DL238	arsenic4	norm.n	-126.543859649123
DL238	arsenic4	norm.n	-130.710526315789
DL238	arsenic4	norm.n	-121.043859649123
DL238	arsenic4	norm.n	-127.043859649123
DL238	arsenic4	norm.n	-130.043859649123
DL238	arsenic4	norm.n	-131.043859649123
DL238	arsenic4	norm.n	-130.710526315789
JU775	arsenic4	norm.n	-109.649122807018
JU775	arsenic4	norm.n	-111.982456140351
JU775	arsenic4	norm.n	-101.815789473684
JU775	arsenic4	norm.n	-111.649122807018
JU775	arsenic4	norm.n	-110.315789473684
JU775	arsenic4	norm.n	-106.649122807018
JU775	arsenic4	norm.n	-110.315789473684
JU775	arsenic4	norm.n	-112.649122807018
JU775	arsenic4	norm.n	-111.982456140351
JU775	arsenic4	norm.n	-113.315789473684
JU775	arsenic4	norm.n	-110.649122807018
JU775	arsenic4	norm.n	-110.982456140351
JU775	arsenic4	norm.n	-112.982456140351
JU775	arsenic4	norm.n	-111.315789473684
JU775	arsenic4	norm.n	-111.982456140351
JU775	arsenic4	norm.n	-113.315789473684
JU775	arsenic4	norm.n	-111.982456140351
N2	arsenic4	norm.n	-89.25
N2	arsenic4	norm.n	-83.5833333333333
N2	arsenic4	norm.n	-91.25
N2	arsenic4	norm.n	-91.25
N2	arsenic4	norm.n	-86.5833333333333
N2	arsenic4	norm.n	-89.25
N2	arsenic4	norm.n	-90.25
N2	arsenic4	norm.n	-89.5833333333333
N2	arsenic4	norm.n	-88.9166666666667
N2	arsenic4	norm.n	-91.5833333333333
N2	arsenic4	norm.n	-86.25
N2	arsenic4	norm.n	-91.25
N2	arsenic4	norm.n	-88.25
N2	arsenic4	norm.n	-91.5833333333333
N2	arsenic4	norm.n	-87.9166666666667
N2	arsenic4	norm.n	-89.5833333333333
N2	arsenic4	norm.n	-86.5833333333333
CB4856	arsenic4	PC1	0.292421655297198
CB4856	arsenic4	PC1	1.34532217444729
CB4856	arsenic4	PC1	1.81935449931902
CB4856	arsenic4	PC1	0.628229496055623
CB4856	arsenic4	PC1	1.68686184489209
CB4856	arsenic4	PC1	-3.43141175452572
CB4856	arsenic4	PC1	0.3573792768363
CB4856	arsenic4	PC1	-0.153250412396069
CB4856	arsenic4	PC1	2.40507261223877
CB4856	arsenic4	PC1	3.08224638390714
CB4856	arsenic4	PC1	1.29472461972366
CB4856	arsenic4	PC1	1.65432769568826
CB4856	arsenic4	PC1	0.194524184827695
CB4856	arsenic4	PC1	2.72488417572169
CB4856	arsenic4	PC1	1.54437515383961
CB4856	arsenic4	PC1	1.64335453683414
CB4856	arsenic4	PC1	0.276726663106391
CB4856	arsenic4	PC1	0.529811369554177
CB4856	arsenic4	PC1	1.19342041790686
CB4856	arsenic4	PC1	-1.1227728337676
DL238	arsenic4	PC1	-2.59826832008889
DL238	arsenic4	PC1	-0.626633458437402
DL238	arsenic4	PC1	-1.53549665251829
DL238	arsenic4	PC1	-1.21355810187641
DL238	arsenic4	PC1	-0.221567676163319
DL238	arsenic4	PC1	-2.31831300523097
DL238	arsenic4	PC1	1.49541441244949
DL238	arsenic4	PC1	-4.45805906093952
DL238	arsenic4	PC1	-0.180376554711223
DL238	arsenic4	PC1	-1.49241925373813
DL238	arsenic4	PC1	0.253043543398548
DL238	arsenic4	PC1	-0.266100094896979
DL238	arsenic4	PC1	0.0990839478009345
DL238	arsenic4	PC1	-1.1737944039974
DL238	arsenic4	PC1	0.301819123461776
DL238	arsenic4	PC1	0.460838548264546
DL238	arsenic4	PC1	-3.21609171728719
JU775	arsenic4	PC1	0.0556484743922105
JU775	arsenic4	PC1	-0.410845661167271
JU775	arsenic4	PC1	0.204890601368825
JU775	arsenic4	PC1	-2.18674975098748
JU775	arsenic4	PC1	0.252892877538741
JU775	arsenic4	PC1	-0.34238796325876
JU775	arsenic4	PC1	0.735299777781992
JU775	arsenic4	PC1	0.0812516750316513
JU775	arsenic4	PC1	0.533342068514234
JU775	arsenic4	PC1	0.303051025635478
JU775	arsenic4	PC1	1.12611601857259
JU775	arsenic4	PC1	0.185281317656462
JU775	arsenic4	PC1	0.328723604460904
JU775	arsenic4	PC1	-1.20723926212493
JU775	arsenic4	PC1	-0.748964147844825
JU775	arsenic4	PC1	-1.72885596940801
JU775	arsenic4	PC1	-0.556787248883705
N2	arsenic4	PC1	0.380446773678462
N2	arsenic4	PC1	1.83176354363034
N2	arsenic4	PC1	-0.127874260978575
N2	arsenic4	PC1	-1.5336589884364
N2	arsenic4	PC1	1.73774411112771
N2	arsenic4	PC1	0.781119298251715
N2	arsenic4	PC1	-1.31258381934379
N2	arsenic4	PC1	-1.92033500338719
N2	arsenic4	PC1	0.869465102795046
N2	arsenic4	PC1	0.27577237118594
N2	arsenic4	PC1	1.71821197195912
N2	arsenic4	PC1	2.11447633932198
N2	arsenic4	PC1	-0.448735449389557
N2	arsenic4	PC1	-2.00374012433484
N2	arsenic4	PC1	-2.1058735003796
N2	arsenic4	PC1	0.516165055981467
N2	arsenic4	PC1	1.32784610604401
CB4856	arsenic4	PC2	0.312615890764655
CB4856	arsenic4	PC2	-0.204393323527026
CB4856	arsenic4	PC2	-0.59024357776037
CB4856	arsenic4	PC2	0.4764954851804
CB4856	arsenic4	PC2	0.674598307962574
CB4856	arsenic4	PC2	0.56741931343012
CB4856	arsenic4	PC2	0.287701841603993
CB4856	arsenic4	PC2	0.442277341870376
CB4856	arsenic4	PC2	0.290503221838507
CB4856	arsenic4	PC2	1.42493895610839
CB4856	arsenic4	PC2	-0.243277406628482
CB4856	arsenic4	PC2	0.143168371290353
CB4856	arsenic4	PC2	0.187685652069366
CB4856	arsenic4	PC2	1.23891626212802
CB4856	arsenic4	PC2	-0.423719083586525
CB4856	arsenic4	PC2	-0.34030735196943
CB4856	arsenic4	PC2	0.292780832952875
CB4856	arsenic4	PC2	-0.130915291523987
CB4856	arsenic4	PC2	-0.537673493584283
CB4856	arsenic4	PC2	0.516864176352728
DL238	arsenic4	PC2	-0.771065411925724
DL238	arsenic4	PC2	-1.23302230314273
DL238	arsenic4	PC2	-1.12776461589714
DL238	arsenic4	PC2	-1.13416294390978
DL238	arsenic4	PC2	-1.4058826514372
DL238	arsenic4	PC2	-0.148453383309837
DL238	arsenic4	PC2	-1.95872382879398
DL238	arsenic4	PC2	-0.0654518274088272
DL238	arsenic4	PC2	-1.28063971111657
DL238	arsenic4	PC2	-0.391810740762421
DL238	arsenic4	PC2	-0.948257343551561
DL238	arsenic4	PC2	-2.18132353840781
DL238	arsenic4	PC2	-0.902112200855983
DL238	arsenic4	PC2	-0.658908070224967
DL238	arsenic4	PC2	-1.41392449212758
DL238	arsenic4	PC2	-1.96972180856804
DL238	arsenic4	PC2	-0.533236544713462
JU775	arsenic4	PC2	-0.174266298937716
JU775	arsenic4	PC2	-0.697763563042283
JU775	arsenic4	PC2	0.170124269016056
JU775	arsenic4	PC2	0.617895043942678
JU775	arsenic4	PC2	-0.0775264632652107
JU775	arsenic4	PC2	0.283406279750991
JU775	arsenic4	PC2	-0.260810215011505
JU775	arsenic4	PC2	-0.415954699945179
JU775	arsenic4	PC2	-0.659567630392663
JU775	arsenic4	PC2	-1.25058754581727
JU775	arsenic4	PC2	-0.760135074517375
JU775	arsenic4	PC2	-0.673959833324193
JU775	arsenic4	PC2	-0.509563211306645
JU775	arsenic4	PC2	-0.308508363790372
JU775	arsenic4	PC2	-0.700942979029127
JU775	arsenic4	PC2	0.29098269295463
JU775	arsenic4	PC2	0.365704327968765
N2	arsenic4	PC2	1.15384259289083
N2	arsenic4	PC2	1.00674951693346
N2	arsenic4	PC2	0.477129246904834
N2	arsenic4	PC2	1.07098007234428
N2	arsenic4	PC2	0.902690636395534
N2	arsenic4	PC2	0.864527979123898
N2	arsenic4	PC2	1.84232290892468
N2	arsenic4	PC2	1.80287321934613
N2	arsenic4	PC2	0.721665354246675
N2	arsenic4	PC2	1.05336430860086
N2	arsenic4	PC2	0.752088406419937
N2	arsenic4	PC2	0.349963096107849
N2	arsenic4	PC2	1.13498055186703
N2	arsenic4	PC2	1.55636075228775
N2	arsenic4	PC2	2.36459422991551
N2	arsenic4	PC2	0.651360969145253
N2	arsenic4	PC2	0.795004714473269
CB4856	arsenic4	PC3	-0.425754218716497
CB4856	arsenic4	PC3	-0.478239288095895
CB4856	arsenic4	PC3	-0.473475922034528
CB4856	arsenic4	PC3	0.358335826308457
CB4856	arsenic4	PC3	-0.297305592134555
CB4856	arsenic4	PC3	-2.42539019821686
CB4856	arsenic4	PC3	0.357018756764089
CB4856	arsenic4	PC3	0.640554597323913
CB4856	arsenic4	PC3	-0.235968918903393
CB4856	arsenic4	PC3	-0.644506880670174
CB4856	arsenic4	PC3	0.0848052525359486
CB4856	arsenic4	PC3	0.0896085066602325
CB4856	arsenic4	PC3	0.030510638233195
CB4856	arsenic4	PC3	-0.848958318349978
CB4856	arsenic4	PC3	0.195753117680993
CB4856	arsenic4	PC3	0.272607052932535
CB4856	arsenic4	PC3	0.182256756830359
CB4856	arsenic4	PC3	-0.510085821050775
CB4856	arsenic4	PC3	-0.840400783892528
CB4856	arsenic4	PC3	-0.0303961175088242
DL238	arsenic4	PC3	0.385955860216151
DL238	arsenic4	PC3	-0.0159680211546556
DL238	arsenic4	PC3	-0.0881924865575377
DL238	arsenic4	PC3	0.704054715667273
DL238	arsenic4	PC3	0.317810801088461
DL238	arsenic4	PC3	1.79325570824108
DL238	arsenic4	PC3	0.958545086091114
DL238	arsenic4	PC3	-0.528872273644683
DL238	arsenic4	PC3	0.662758096378605
DL238	arsenic4	PC3	0.313127130736121
DL238	arsenic4	PC3	1.56983593582187
DL238	arsenic4	PC3	-1.51575916962527
DL238	arsenic4	PC3	0.640201254372673
DL238	arsenic4	PC3	0.943690360089841
DL238	arsenic4	PC3	1.23266045074318
DL238	arsenic4	PC3	-0.513836254312855
DL238	arsenic4	PC3	-0.0865049250020452
JU775	arsenic4	PC3	0.343187606044363
JU775	arsenic4	PC3	-1.20357723209321
JU775	arsenic4	PC3	-0.0901986490843216
JU775	arsenic4	PC3	0.697074039647834
JU775	arsenic4	PC3	0.988535319259588
JU775	arsenic4	PC3	0.510367492874075
JU775	arsenic4	PC3	0.981762205473939
JU775	arsenic4	PC3	0.231340500905681
JU775	arsenic4	PC3	-0.149574993266691
JU775	arsenic4	PC3	-1.71204796027812
JU775	arsenic4	PC3	-0.138614970339022
JU775	arsenic4	PC3	-0.701170559639849
JU775	arsenic4	PC3	0.368086548983432
JU775	arsenic4	PC3	-1.33993419963042
JU775	arsenic4	PC3	-1.51866178531187
JU775	arsenic4	PC3	0.830543879225796
JU775	arsenic4	PC3	1.8313044916348
N2	arsenic4	PC3	0.431834009929106
N2	arsenic4	PC3	0.420333902106401
N2	arsenic4	PC3	-1.69151555353477
N2	arsenic4	PC3	-1.35547219829241
N2	arsenic4	PC3	0.654919113265155
N2	arsenic4	PC3	-0.0545134253992542
N2	arsenic4	PC3	0.907981418444547
N2	arsenic4	PC3	0.107277527673046
N2	arsenic4	PC3	-0.574786950012007
N2	arsenic4	PC3	0.57285774871928
N2	arsenic4	PC3	0.144024268377615
N2	arsenic4	PC3	0.197193887057592
N2	arsenic4	PC3	-0.985694845735629
N2	arsenic4	PC3	-0.170310748025615
N2	arsenic4	PC3	0.726185276024181
N2	arsenic4	PC3	-0.868923469412068
N2	arsenic4	PC3	-0.163542410436208
CB4856	Water	mean.norm.EXT	-0.0514513090827133
CB4856	Water	mean.norm.EXT	-0.087075184283707
CB4856	Water	mean.norm.EXT	-0.100032261366958
CB4856	Water	mean.norm.EXT	-0.300929469562988
CB4856	Water	mean.norm.EXT	-0.103485912314734
CB4856	Water	mean.norm.EXT	-0.130097645118522
CB4856	Water	mean.norm.EXT	0.0818221714988923
CB4856	Water	mean.norm.EXT	-0.539963528730178
CB4856	Water	mean.norm.EXT	0.175743367809015
CB4856	Water	mean.norm.EXT	0.414298862078621
CB4856	Water	mean.norm.EXT	0.0054491563497856
CB4856	Water	mean.norm.EXT	0.108012771939396
CB4856	Water	mean.norm.EXT	0.171598054369869
CB4856	Water	mean.norm.EXT	0.178535124151263
CB4856	Water	mean.norm.EXT	-0.202256879347252
CB4856	Water	mean.norm.EXT	-0.00355777899966236
CB4856	Water	mean.norm.EXT	0.364345273010205
CB4856	Water	mean.norm.EXT	-0.0182740385153517
CB4856	Water	mean.norm.EXT	0.0373192261150184
DL238	Water	mean.norm.EXT	-0.14947078471346
DL238	Water	mean.norm.EXT	0.389215782659647
DL238	Water	mean.norm.EXT	-0.169715346057238
DL238	Water	mean.norm.EXT	0.35020304300829
DL238	Water	mean.norm.EXT	-0.0704485290721246
DL238	Water	mean.norm.EXT	-0.392247437170319
DL238	Water	mean.norm.EXT	0.288599865097048
DL238	Water	mean.norm.EXT	0.162491465346044
DL238	Water	mean.norm.EXT	-0.26682020065695
DL238	Water	mean.norm.EXT	-0.142851532957467
DL238	Water	mean.norm.EXT	-0.178307347889967
DL238	Water	mean.norm.EXT	0.188129141641221
DL238	Water	mean.norm.EXT	0.286887694951174
DL238	Water	mean.norm.EXT	0.00900872589884383
DL238	Water	mean.norm.EXT	-0.0117875102231033
DL238	Water	mean.norm.EXT	0.186345770908581
DL238	Water	mean.norm.EXT	-0.340150529915092
DL238	Water	mean.norm.EXT	-0.217024307555447
DL238	Water	mean.norm.EXT	0.0779420367003172
JU775	Water	mean.norm.EXT	0.215387526477484
JU775	Water	mean.norm.EXT	-0.0535167024316019
JU775	Water	mean.norm.EXT	0.138712729912249
JU775	Water	mean.norm.EXT	-0.152971866529775
JU775	Water	mean.norm.EXT	0.247741562121314
JU775	Water	mean.norm.EXT	0.0372195936223236
JU775	Water	mean.norm.EXT	-0.57076575858971
JU775	Water	mean.norm.EXT	0.451388787334542
JU775	Water	mean.norm.EXT	0.0549494791777381
JU775	Water	mean.norm.EXT	0.389736878205734
JU775	Water	mean.norm.EXT	-0.341629295504727
JU775	Water	mean.norm.EXT	0.122176752453345
JU775	Water	mean.norm.EXT	-0.031728391100827
JU775	Water	mean.norm.EXT	-2.23583405940531e-05
JU775	Water	mean.norm.EXT	-0.543527179652649
JU775	Water	mean.norm.EXT	0.0576224064333859
JU775	Water	mean.norm.EXT	0.230472863016517
JU775	Water	mean.norm.EXT	0.134225514697231
JU775	Water	mean.norm.EXT	-0.385472541301977
N2	Water	mean.norm.EXT	-0.225345652580149
N2	Water	mean.norm.EXT	-0.0480442087291131
N2	Water	mean.norm.EXT	-0.0366152714182215
N2	Water	mean.norm.EXT	-0.16274509522698
N2	Water	mean.norm.EXT	0.246791183218896
N2	Water	mean.norm.EXT	0.162522715939359
N2	Water	mean.norm.EXT	0.126685435311754
N2	Water	mean.norm.EXT	-0.0612496811946786
N2	Water	mean.norm.EXT	-0.0713636211141999
N2	Water	mean.norm.EXT	0.18711048839855
N2	Water	mean.norm.EXT	0.00162667562505003
N2	Water	mean.norm.EXT	-0.105081762728157
N2	Water	mean.norm.EXT	-0.0111178123697915
N2	Water	mean.norm.EXT	0.0513999574497594
N2	Water	mean.norm.EXT	0.0111306894616239
N2	Water	mean.norm.EXT	-0.164547027925853
N2	Water	mean.norm.EXT	0.109126659736056
N2	Water	mean.norm.EXT	-0.0712380722979793
N2	Water	mean.norm.EXT	0.150150688475623
N2	Water	mean.norm.EXT	-0.0891962880315527
CB4856	Water	mean.norm.yellow	-0.0167533127393832
CB4856	Water	mean.norm.yellow	-0.00480604336829604
CB4856	Water	mean.norm.yellow	-0.0178088356091575
CB4856	Water	mean.norm.yellow	-0.0280133805029739
CB4856	Water	mean.norm.yellow	-0.0111325001793925
CB4856	Water	mean.norm.yellow	-0.0119333524927089
CB4856	Water	mean.norm.yellow	0.00223672169005462
CB4856	Water	mean.norm.yellow	-0.0306049675216702
CB4856	Water	mean.norm.yellow	-0.00848801996077228
CB4856	Water	mean.norm.yellow	0.0181713642545459
CB4856	Water	mean.norm.yellow	-0.00631449738990905
CB4856	Water	mean.norm.yellow	0.0071187380592577
CB4856	Water	mean.norm.yellow	0.0338842833663223
CB4856	Water	mean.norm.yellow	0.0225978954922629
CB4856	Water	mean.norm.yellow	-0.015662021242893
CB4856	Water	mean.norm.yellow	-0.00143002286630126
