Condition	Strain	Trait	Value
arsenictrioxide	QX353	mean.norm.yellow	0.149681077010462
arsenictrioxide	QX572	mean.norm.yellow	0.0536652279008157
arsenictrioxide	QX391	mean.norm.yellow	0.113807502251394
arsenictrioxide	QX379	mean.norm.yellow	0.0785376138579663
arsenictrioxide	QX583	mean.norm.yellow	0.0383151632243642
arsenictrioxide	QX501	mean.norm.yellow	-0.0703266273274458
arsenictrioxide	QX353	mean.TOF	15.0285335118942
arsenictrioxide	QX572	mean.TOF	20.3017980971135
arsenictrioxide	QX391	mean.TOF	13.8344012940613
arsenictrioxide	QX379	mean.TOF	22.6523403710867
arsenictrioxide	QX583	mean.TOF	-3.54107820874023
arsenictrioxide	QX501	mean.TOF	-8.08199057520971
arsenictrioxide	QX353	norm.n	20.6079951123132
arsenictrioxide	QX572	norm.n	21.9876807561798
arsenictrioxide	QX391	norm.n	3.84853124349371
arsenictrioxide	QX379	norm.n	-2.18565245673886
arsenictrioxide	QX583	norm.n	32.7961683349566
arsenictrioxide	QX501	norm.n	10.4507055048644
arsenictrioxide	QX464	mean.norm.EXT	-0.0590047035896782
arsenictrioxide	QX471	mean.norm.EXT	0.134603322851114
arsenictrioxide	QX410	mean.norm.EXT	-0.00982072000823064
arsenictrioxide	QX424	mean.norm.EXT	-0.0603748772809745
arsenictrioxide	QX389	mean.norm.EXT	-0.296027054851679
arsenictrioxide	QX464	mean.norm.yellow	-0.00274861346868235
arsenictrioxide	QX471	mean.norm.yellow	0.168449642386685
arsenictrioxide	QX410	mean.norm.yellow	-0.0193845277606019
arsenictrioxide	QX424	mean.norm.yellow	-0.045673083448643
arsenictrioxide	QX389	mean.norm.yellow	-0.054527275964057
arsenictrioxide	QX464	mean.TOF	-1.13853576185594
arsenictrioxide	QX471	mean.TOF	18.6860498974902
arsenictrioxide	QX410	mean.TOF	3.30707723712895
arsenictrioxide	QX424	mean.TOF	-6.80149311594738
arsenictrioxide	QX389	mean.TOF	-16.4618621336506
arsenictrioxide	QX464	norm.n	19.7424069765933
arsenictrioxide	QX471	norm.n	49.0455052056878
arsenictrioxide	QX410	norm.n	-28.8459522550802
arsenictrioxide	QX424	norm.n	-2.13407723390875
arsenictrioxide	QX389	norm.n	-33.1818615038489
arsenictrioxide	QX320	mean.norm.EXT	-0.163094599556412
arsenictrioxide	QX287	mean.norm.EXT	-0.735918205056147
arsenictrioxide	QX302	mean.norm.EXT	-0.277868180742674
arsenictrioxide	QX320	mean.norm.yellow	-0.068228805762902
arsenictrioxide	QX287	mean.norm.yellow	-0.319592583940202
arsenictrioxide	QX302	mean.norm.yellow	-0.108803631155583
arsenictrioxide	QX320	mean.TOF	-14.7539612961765
arsenictrioxide	QX287	mean.TOF	-80.4999992755057
arsenictrioxide	QX302	mean.TOF	-26.9752901062552
arsenictrioxide	QX320	norm.n	6.49304558044335
arsenictrioxide	QX287	norm.n	-73.5964330929702
arsenictrioxide	QX302	norm.n	-11.2004895639362
arsenictrioxide	QX530	mean.norm.EXT	0.203033058097138
arsenictrioxide	QX258	mean.norm.EXT	0.125216452010607
arsenictrioxide	QX398	mean.norm.EXT	0.258465586371302
arsenictrioxide	QX545	mean.norm.EXT	-0.396782029531053
arsenictrioxide	QX395	mean.norm.EXT	-0.210271705389423
arsenictrioxide	QX530	mean.norm.yellow	0.210398988712464
arsenictrioxide	QX258	mean.norm.yellow	0.124325304266306
arsenictrioxide	QX398	mean.norm.yellow	0.212974748884142
arsenictrioxide	QX545	mean.norm.yellow	-0.178218732065706
arsenictrioxide	QX395	mean.norm.yellow	-0.130946047733985
arsenictrioxide	QX530	mean.TOF	76.8749158211283
arsenictrioxide	QX258	mean.TOF	37.6493984168215
arsenictrioxide	QX398	mean.TOF	17.3122040589078
arsenictrioxide	QX545	mean.TOF	-40.439757619373
arsenictrioxide	QX395	mean.TOF	-22.4722077073246
arsenictrioxide	QX530	norm.n	-28.2521398574607
arsenictrioxide	QX258	norm.n	-6.72999348545022
arsenictrioxide	QX398	norm.n	-14.8009044215553
arsenictrioxide	QX545	norm.n	-25.6295552211502
arsenictrioxide	QX395	norm.n	-23.2360923838356
arsenictrioxide	QX240	PC1	-1.5364136118755
arsenictrioxide	QX241	PC1	0.236102072718715
arsenictrioxide	QX242	PC1	0.640281406709834
arsenictrioxide	QX243	PC1	1.08326463698279
arsenictrioxide	QX244	PC1	-2.26876731589735
arsenictrioxide	QX245	PC1	0.606309228409613
arsenictrioxide	QX250	PC1	-2.5871658519236
arsenictrioxide	QX252	PC1	1.97352191319139
arsenictrioxide	QX253	PC1	1.85266610311686
arsenictrioxide	QX254	PC1	1.72361641420041
arsenictrioxide	QX258	PC1	1.74174689033202
arsenictrioxide	QX261	PC1	0.914373556143044
arsenictrioxide	QX263	PC1	0.0945027458464963
arsenictrioxide	QX265	PC1	-1.55245822902501
arsenictrioxide	QX266	PC1	1.32979278590597
arsenictrioxide	QX267	PC1	-1.40342551283258
arsenictrioxide	QX268	PC1	0.348815056790609
arsenictrioxide	QX269	PC1	0.914208494029836
arsenictrioxide	QX270	PC1	-0.101117295122635
arsenictrioxide	QX272	PC1	2.24481945718319
arsenictrioxide	QX273	PC1	1.33016161212549
arsenictrioxide	QX274	PC1	-1.8239058590623
arsenictrioxide	QX276	PC1	1.10587997082143
arsenictrioxide	QX277	PC1	0.932365325656506
arsenictrioxide	QX278	PC1	-0.922679083224408
arsenictrioxide	QX279	PC1	-0.789887079209362
arsenictrioxide	QX280	PC1	-0.501887323782653
arsenictrioxide	QX281	PC1	-3.49856587034806
arsenictrioxide	QX282	PC1	0.537745829630483
arsenictrioxide	QX283	PC1	-2.6939456035824
arsenictrioxide	QX284	PC1	1.14762732723319
arsenictrioxide	QX285	PC1	-1.64557348740689
arsenictrioxide	QX286	PC1	-0.444009558290627
arsenictrioxide	QX287	PC1	-6.46479818302263
arsenictrioxide	QX288	PC1	-0.246491096928095
arsenictrioxide	QX290	PC1	-0.553478189213624
arsenictrioxide	QX291	PC1	-0.0585623036992098
arsenictrioxide	QX294	PC1	-0.174656749403286
arsenictrioxide	QX296	PC1	0.405121777850159
arsenictrioxide	QX298	PC1	-0.257181414760174
arsenictrioxide	QX299	PC1	0.222343683188458
arsenictrioxide	QX300	PC1	0.331286088548704
arsenictrioxide	QX301	PC1	1.42506385563691
arsenictrioxide	QX302	PC1	-2.06186162625059
arsenictrioxide	QX304	PC1	1.09123453574621
arsenictrioxide	QX305	PC1	-0.513993727215663
arsenictrioxide	QX306	PC1	1.40224923746641
arsenictrioxide	QX307	PC1	-1.74855148383003
arsenictrioxide	QX309	PC1	1.78153016636631
arsenictrioxide	QX311	PC1	-1.97106710612117
arsenictrioxide	QX312	PC1	-3.07045250695128
arsenictrioxide	QX313	PC1	-1.3774470831382
arsenictrioxide	QX315	PC1	-4.03316376893494
arsenictrioxide	QX316	PC1	-1.26213170600081
arsenictrioxide	QX318	PC1	-0.883890552595528
arsenictrioxide	QX319	PC1	3.00986732803386
arsenictrioxide	QX320	PC1	-1.01882225732577
arsenictrioxide	QX321	PC1	1.18479908336238
arsenictrioxide	QX323	PC1	0.213852409668329
arsenictrioxide	QX324	PC1	3.31963252383098
arsenictrioxide	QX325	PC1	1.57749725204922
arsenictrioxide	QX326	PC1	0.0703677672994979
arsenictrioxide	QX328	PC1	-1.05816365070031
arsenictrioxide	QX329	PC1	1.2678577019792
arsenictrioxide	QX330	PC1	-0.418773008033048
arsenictrioxide	QX331	PC1	0.635368958193325
arsenictrioxide	QX332	PC1	-3.45813293047
arsenictrioxide	QX333	PC1	3.75417286046885
arsenictrioxide	QX334	PC1	0.268885673730817
arsenictrioxide	QX336	PC1	-1.19649794030631
arsenictrioxide	QX337	PC1	-0.00251101916344205
arsenictrioxide	QX339	PC1	1.09655186659137
arsenictrioxide	QX340	PC1	-2.64323725412065
arsenictrioxide	QX341	PC1	-0.808369769598554
arsenictrioxide	QX343	PC1	0.201966491771039
arsenictrioxide	QX345	PC1	0.655674892592326
arsenictrioxide	QX346	PC1	-1.74977809703787
arsenictrioxide	QX348	PC1	-1.19519559150335
arsenictrioxide	QX349	PC1	1.52144510556651
arsenictrioxide	QX352	PC1	-3.67800660991444
arsenictrioxide	QX353	PC1	1.92993354187179
arsenictrioxide	QX354	PC1	-2.07322953491118
arsenictrioxide	QX355	PC1	-3.11365250564639
arsenictrioxide	QX356	PC1	0.0728617692029556
arsenictrioxide	QX357	PC1	-2.00609764866322
arsenictrioxide	QX358	PC1	1.35696940039345
arsenictrioxide	QX359	PC1	1.37564957736061
arsenictrioxide	QX360	PC1	2.04605082042638
arsenictrioxide	QX361	PC1	1.03521338137473
arsenictrioxide	QX362	PC1	0.635764499808088
arsenictrioxide	QX363	PC1	1.44016875351459
arsenictrioxide	QX365	PC1	-1.03619269008107
arsenictrioxide	QX366	PC1	2.63717472892051
arsenictrioxide	QX367	PC1	1.30538648990666
arsenictrioxide	QX368	PC1	2.11783036015255
arsenictrioxide	QX369	PC1	-3.12383439761681
arsenictrioxide	QX370	PC1	0.737497744428496
arsenictrioxide	QX372	PC1	0.987501416614067
arsenictrioxide	QX373	PC1	-1.31994431642927
arsenictrioxide	QX374	PC1	0.35781429923803
arsenictrioxide	QX375	PC1	-1.61192329189638
arsenictrioxide	QX376	PC1	1.25401424189268
arsenictrioxide	QX377	PC1	0.364814011178095
arsenictrioxide	QX378	PC1	1.09614980347956
arsenictrioxide	QX379	PC1	1.24668000009746
arsenictrioxide	QX380	PC1	-0.337622472915746
arsenictrioxide	QX381	PC1	-0.756796975334518
arsenictrioxide	QX382	PC1	-0.734601693353127
arsenictrioxide	QX383	PC1	0.190128069978789
arsenictrioxide	QX384	PC1	1.06035599479648
arsenictrioxide	QX385	PC1	1.0028455480252
arsenictrioxide	QX386	PC1	2.32794039122476
arsenictrioxide	QX387	PC1	0.279703075452695
arsenictrioxide	QX389	PC1	-1.90859484246314
arsenictrioxide	QX390	PC1	1.3188922023917
arsenictrioxide	QX391	PC1	1.36158751593249
arsenictrioxide	QX392	PC1	0.965451228812449
arsenictrioxide	QX393	PC1	1.79200866074634
arsenictrioxide	QX394	PC1	-0.607708086436294
arsenictrioxide	QX395	PC1	-2.05459604370405
arsenictrioxide	QX396	PC1	1.94304941531125
arsenictrioxide	QX397	PC1	0.521124015348369
arsenictrioxide	QX398	PC1	2.00415017778034
arsenictrioxide	QX399	PC1	0.48954782121302
arsenictrioxide	QX400	PC1	-3.41238596667037
arsenictrioxide	QX401	PC1	1.28508215614505
arsenictrioxide	QX402	PC1	2.39403814466789
arsenictrioxide	QX403	PC1	-4.29667265365173
arsenictrioxide	QX404	PC1	0.983048841544925
arsenictrioxide	QX406	PC1	-0.650413411513078
arsenictrioxide	QX407	PC1	0.885268626140075
arsenictrioxide	QX409	PC1	1.32677716658991
arsenictrioxide	QX410	PC1	-0.434838336369113
arsenictrioxide	QX411	PC1	0.525170303533258
arsenictrioxide	QX412	PC1	3.09273395940692
arsenictrioxide	QX413	PC1	0.127908491887191
arsenictrioxide	QX414	PC1	0.550593401450125
arsenictrioxide	QX416	PC1	1.88797665664766
arsenictrioxide	QX417	PC1	-1.5217681019609
arsenictrioxide	QX418	PC1	-0.8022080208833
arsenictrioxide	QX421	PC1	1.05885359062623
arsenictrioxide	QX423	PC1	-1.92312295173343
arsenictrioxide	QX424	PC1	-0.56177907815656
arsenictrioxide	QX426	PC1	0.278985405484041
arsenictrioxide	QX428	PC1	2.0878075124593
arsenictrioxide	QX429	PC1	0.638567542737939
arsenictrioxide	QX430	PC1	1.69261628890264
arsenictrioxide	QX431	PC1	1.65139360637383
arsenictrioxide	QX435	PC1	0.826024533196032
arsenictrioxide	QX436	PC1	1.7679827912578
arsenictrioxide	QX437	PC1	-0.714974517866287
arsenictrioxide	QX438	PC1	-1.72434817156627
arsenictrioxide	QX441	PC1	-4.34124892568392
arsenictrioxide	QX442	PC1	-0.167756853522454
arsenictrioxide	QX444	PC1	-1.53296600840339
arsenictrioxide	QX445	PC1	0.122752934546511
arsenictrioxide	QX446	PC1	0.355728234193658
arsenictrioxide	QX447	PC1	1.88235529453647
arsenictrioxide	QX448	PC1	0.00804880861108981
arsenictrioxide	QX450	PC1	-1.43261035273941
arsenictrioxide	QX452	PC1	2.39108652361447
arsenictrioxide	QX453	PC1	2.4499602396984
arsenictrioxide	QX454	PC1	-1.14856027981354
arsenictrioxide	QX455	PC1	-0.0408643627171145
arsenictrioxide	QX456	PC1	1.1299399937269
arsenictrioxide	QX457	PC1	0.3288721594461
arsenictrioxide	QX458	PC1	-0.679552474053824
arsenictrioxide	QX459	PC1	0.309991782858109
arsenictrioxide	QX460	PC1	0.267865550033819
arsenictrioxide	QX461	PC1	2.04255199011736
arsenictrioxide	QX463	PC1	-0.847059775081951
arsenictrioxide	QX464	PC1	0.090680774392091
arsenictrioxide	QX465	PC1	-0.79522815085331
arsenictrioxide	QX466	PC1	-0.0910941284038748
arsenictrioxide	QX467	PC1	-1.09039295132108
arsenictrioxide	QX468	PC1	-2.05871191758689
arsenictrioxide	QX469	PC1	-1.12731313089224
arsenictrioxide	QX470	PC1	-0.683744830959408
arsenictrioxide	QX471	PC1	2.35001806123638
arsenictrioxide	QX473	PC1	0.833165147635488
arsenictrioxide	QX474	PC1	-1.57864334302373
arsenictrioxide	QX475	PC1	-1.39351598021103
arsenictrioxide	QX476	PC1	0.49486512238139
arsenictrioxide	QX477	PC1	-3.36789474262532
arsenictrioxide	QX478	PC1	-0.348287288475569
arsenictrioxide	QX479	PC1	1.17709910137921
arsenictrioxide	QX480	PC1	2.0158716245858
arsenictrioxide	QX481	PC1	1.32066193451146
arsenictrioxide	QX482	PC1	0.750851936498176
arsenictrioxide	QX483	PC1	2.36285632024783
arsenictrioxide	QX484	PC1	1.73592843463931
arsenictrioxide	QX485	PC1	2.62088955069139
arsenictrioxide	QX486	PC1	0.326956157364297
arsenictrioxide	QX487	PC1	1.05302983116112
arsenictrioxide	QX488	PC1	-3.22193897873827
arsenictrioxide	QX489	PC1	0.0445769759999519
arsenictrioxide	QX490	PC1	-0.582125623067079
arsenictrioxide	QX492	PC1	0.0829386263177938
arsenictrioxide	QX493	PC1	-1.05716867477205
arsenictrioxide	QX494	PC1	-1.2899640179918
arsenictrioxide	QX495	PC1	-0.649164996867641
arsenictrioxide	QX496	PC1	0.555270034325434
arsenictrioxide	QX498	PC1	-1.24764012393088
arsenictrioxide	QX501	PC1	-1.04830490597262
arsenictrioxide	QX506	PC1	-3.24105802400229
arsenictrioxide	QX508	PC1	0.978649468279555
arsenictrioxide	QX511	PC1	-2.10749643726353
arsenictrioxide	QX512	PC1	2.40373592938388
arsenictrioxide	QX513	PC1	0.177171069180498
arsenictrioxide	QX514	PC1	-2.09174783981744
arsenictrioxide	QX515	PC1	-1.25821969830763
arsenictrioxide	QX517	PC1	-0.414657017800726
arsenictrioxide	QX521	PC1	2.11461473694164
arsenictrioxide	QX523	PC1	0.251283137159389
arsenictrioxide	QX524	PC1	-2.85050840931525
arsenictrioxide	QX525	PC1	-4.78866188336706
arsenictrioxide	QX526	PC1	-2.24722501484207
arsenictrioxide	QX527	PC1	-1.58621479162562
arsenictrioxide	QX528	PC1	1.7895429298701
arsenictrioxide	QX529	PC1	2.31256133362659
arsenictrioxide	QX530	PC1	2.96552060819732
arsenictrioxide	QX531	PC1	-1.09949771212523
arsenictrioxide	QX533	PC1	1.04874764793349
arsenictrioxide	QX534	PC1	0.290443883019307
arsenictrioxide	QX539	PC1	-0.656869258158982
arsenictrioxide	QX542	PC1	0.152738478027357
arsenictrioxide	QX545	PC1	-3.24582541397731
arsenictrioxide	QX549	PC1	-1.45043874622892
arsenictrioxide	QX550	PC1	0.0238233581516666
arsenictrioxide	QX551	PC1	1.24591283270577
arsenictrioxide	QX553	PC1	-1.08653168016166
arsenictrioxide	QX554	PC1	-2.5830184306908
arsenictrioxide	QX555	PC1	1.38573407956441
arsenictrioxide	QX556	PC1	1.7221410910587
arsenictrioxide	QX559	PC1	0.970167440181127
arsenictrioxide	QX560	PC1	1.86223966418514
arsenictrioxide	QX561	PC1	-1.03390539458688
arsenictrioxide	QX564	PC1	-1.24770894937276
arsenictrioxide	QX565	PC1	-0.375269837584895
arsenictrioxide	QX570	PC1	1.39870077812579
arsenictrioxide	QX572	PC1	0.984087085409921
arsenictrioxide	QX573	PC1	0.388083563371614
arsenictrioxide	QX579	PC1	0.00038618785423622
arsenictrioxide	QX580	PC1	1.10450803269814
arsenictrioxide	QX583	PC1	0.62223136925879
arsenictrioxide	QX584	PC1	1.29587343732064
arsenictrioxide	QX585	PC1	2.04590731459966
arsenictrioxide	QX587	PC1	-2.49015470142239
arsenictrioxide	QX588	PC1	0.371763338394023
arsenictrioxide	QX594	PC1	0.30566429953003
arsenictrioxide	QX597	PC1	1.24663872145141
arsenictrioxide	QX598	PC1	1.00574205288008
arsenictrioxide	QX240	PC2	0.30124635280578
arsenictrioxide	QX241	PC2	0.674221667701698
arsenictrioxide	QX242	PC2	-0.743723231880048
arsenictrioxide	QX243	PC2	-0.822287638040835
arsenictrioxide	QX244	PC2	0.578117231488349
arsenictrioxide	QX245	PC2	-0.382285769676025
arsenictrioxide	QX250	PC2	0.513304977126565
arsenictrioxide	QX252	PC2	0.286420177799884
arsenictrioxide	QX253	PC2	1.80737769643393
arsenictrioxide	QX254	PC2	-2.70328950849265
arsenictrioxide	QX258	PC2	-1.0286760405384
arsenictrioxide	QX261	PC2	0.725262468496209
arsenictrioxide	QX263	PC2	0.320207447642172
arsenictrioxide	QX265	PC2	-1.45972130719967
arsenictrioxide	QX266	PC2	0.432756480344031
arsenictrioxide	QX267	PC2	-0.175450519708362
arsenictrioxide	QX268	PC2	1.16514221496484
arsenictrioxide	QX269	PC2	1.36768389853066
arsenictrioxide	QX270	PC2	-0.371875083993258
arsenictrioxide	QX272	PC2	-1.72487308598379
arsenictrioxide	QX273	PC2	-0.33175468730677
arsenictrioxide	QX274	PC2	1.82030391933249
arsenictrioxide	QX276	PC2	0.0437370562063826
arsenictrioxide	QX277	PC2	1.00371424272486
arsenictrioxide	QX278	PC2	-0.281308350629786
arsenictrioxide	QX279	PC2	-0.188995258035356
arsenictrioxide	QX280	PC2	0.740587776707616
arsenictrioxide	QX281	PC2	0.966905385010771
arsenictrioxide	QX282	PC2	-0.199680726795414
arsenictrioxide	QX283	PC2	0.554769481081377
arsenictrioxide	QX284	PC2	0.260905422826563
arsenictrioxide	QX285	PC2	0.100902906585741
arsenictrioxide	QX286	PC2	0.409016803140592
arsenictrioxide	QX287	PC2	-0.376322179619015
arsenictrioxide	QX288	PC2	-0.550071910830009
arsenictrioxide	QX290	PC2	-0.0871266598639179
arsenictrioxide	QX291	PC2	0.577801264924395
arsenictrioxide	QX294	PC2	-0.139378451985926
arsenictrioxide	QX296	PC2	0.046154457693842
arsenictrioxide	QX298	PC2	1.25480923865013
arsenictrioxide	QX299	PC2	-1.30110774970163
arsenictrioxide	QX300	PC2	-2.35152389925434
arsenictrioxide	QX301	PC2	1.96132675061167
arsenictrioxide	QX302	PC2	0.321482474324555
arsenictrioxide	QX304	PC2	-0.0411566550972789
arsenictrioxide	QX305	PC2	-0.130709081391897
arsenictrioxide	QX306	PC2	2.61120013400813
arsenictrioxide	QX307	PC2	-2.04017304834585
arsenictrioxide	QX309	PC2	0.654835588329737
arsenictrioxide	QX311	PC2	-0.133894851595048
arsenictrioxide	QX312	PC2	-0.881011005214849
arsenictrioxide	QX313	PC2	-0.380469212722486
arsenictrioxide	QX315	PC2	0.102673564499133
arsenictrioxide	QX316	PC2	0.916781802427115
arsenictrioxide	QX318	PC2	1.52452190616411
arsenictrioxide	QX319	PC2	-0.833001920166905
arsenictrioxide	QX320	PC2	0.58616067477079
arsenictrioxide	QX321	PC2	-0.308030248370362
arsenictrioxide	QX323	PC2	-1.07204743235999
arsenictrioxide	QX324	PC2	1.05135692447776
arsenictrioxide	QX325	PC2	-0.449188169622117
arsenictrioxide	QX326	PC2	-0.37713302858492
arsenictrioxide	QX328	PC2	-0.185654423963223
arsenictrioxide	QX329	PC2	-0.857732531904877
arsenictrioxide	QX330	PC2	0.166821807970958
arsenictrioxide	QX331	PC2	0.517612625376189
arsenictrioxide	QX332	PC2	0.27613713238875
arsenictrioxide	QX333	PC2	1.95814699426358
arsenictrioxide	QX334	PC2	0.436644172980488
arsenictrioxide	QX336	PC2	-0.0973838042160294
arsenictrioxide	QX337	PC2	-0.242194753031252
arsenictrioxide	QX339	PC2	-0.849494774565988
arsenictrioxide	QX340	PC2	0.182658237232696
arsenictrioxide	QX341	PC2	-0.0841916433622974
arsenictrioxide	QX343	PC2	0.0894014559075078
arsenictrioxide	QX345	PC2	-0.0876310179455423
arsenictrioxide	QX346	PC2	0.106317569639079
arsenictrioxide	QX348	PC2	1.19023361767061
arsenictrioxide	QX349	PC2	0.507029117508172
arsenictrioxide	QX352	PC2	-0.56794073055576
arsenictrioxide	QX353	PC2	0.079957777926403
arsenictrioxide	QX354	PC2	-0.149658912609402
arsenictrioxide	QX355	PC2	-0.900879277278635
arsenictrioxide	QX356	PC2	-0.600907386833083
arsenictrioxide	QX357	PC2	0.627304218330005
arsenictrioxide	QX358	PC2	-0.77147884802072
arsenictrioxide	QX359	PC2	0.435526911771347
arsenictrioxide	QX360	PC2	-1.66516022214318
arsenictrioxide	QX361	PC2	0.0446145136758945
arsenictrioxide	QX362	PC2	1.46375250942176
arsenictrioxide	QX363	PC2	0.78429728447363
arsenictrioxide	QX365	PC2	0.90570014765439
arsenictrioxide	QX366	PC2	0.617376074584519
arsenictrioxide	QX367	PC2	-0.960819102336682
arsenictrioxide	QX368	PC2	-1.53559944281312
arsenictrioxide	QX369	PC2	-0.230766408971341
arsenictrioxide	QX370	PC2	-1.43122243087493
arsenictrioxide	QX372	PC2	0.253359001576041
arsenictrioxide	QX373	PC2	0.0468735162774485
arsenictrioxide	QX374	PC2	0.0422332728333231
arsenictrioxide	QX375	PC2	-0.48378127707548
arsenictrioxide	QX376	PC2	-0.312641796666882
arsenictrioxide	QX377	PC2	0.206895390430579
arsenictrioxide	QX378	PC2	-0.091134136526569
arsenictrioxide	QX379	PC2	-0.675047318642447
arsenictrioxide	QX380	PC2	-1.22098486145627
arsenictrioxide	QX381	PC2	0.00295633046482252
arsenictrioxide	QX382	PC2	0.418985657142231
arsenictrioxide	QX383	PC2	-0.246343263271165
arsenictrioxide	QX384	PC2	-1.06990992859757
arsenictrioxide	QX385	PC2	0.333827982853629
arsenictrioxide	QX386	PC2	0.096388547182035
arsenictrioxide	QX387	PC2	0.324784071262642
arsenictrioxide	QX389	PC2	-0.554310264575482
arsenictrioxide	QX390	PC2	-0.557479217579502
arsenictrioxide	QX391	PC2	-0.397670518030019
arsenictrioxide	QX392	PC2	-1.05524188832057
arsenictrioxide	QX393	PC2	1.47211649620594
arsenictrioxide	QX394	PC2	0.361711306240646
arsenictrioxide	QX395	PC2	-0.243121248861552
arsenictrioxide	QX396	PC2	0.166249967842697
arsenictrioxide	QX397	PC2	-0.660791908867672
arsenictrioxide	QX398	PC2	-1.29347360774644
arsenictrioxide	QX399	PC2	-1.25126133833234
arsenictrioxide	QX400	PC2	1.04574718988871
arsenictrioxide	QX401	PC2	0.555876757781884
arsenictrioxide	QX402	PC2	-0.00495279255316339
arsenictrioxide	QX403	PC2	-0.500665150256951
arsenictrioxide	QX404	PC2	0.429079849997122
arsenictrioxide	QX406	PC2	0.150030390807762
arsenictrioxide	QX407	PC2	-0.000255012559776169
arsenictrioxide	QX409	PC2	-0.295752462590618
arsenictrioxide	QX410	PC2	-1.10344966682205
arsenictrioxide	QX411	PC2	0.616350775153162
arsenictrioxide	QX412	PC2	-0.692279005665326
arsenictrioxide	QX413	PC2	0.317818264744789
arsenictrioxide	QX414	PC2	0.443180007466492
arsenictrioxide	QX416	PC2	1.33972649133218
arsenictrioxide	QX417	PC2	-0.525803360726511
arsenictrioxide	QX418	PC2	-0.0845922759165886
arsenictrioxide	QX421	PC2	0.800620412230385
arsenictrioxide	QX423	PC2	0.360841494510028
arsenictrioxide	QX424	PC2	0.0253883972491601
arsenictrioxide	QX426	PC2	-0.557646325595271
arsenictrioxide	QX428	PC2	1.50518943290231
arsenictrioxide	QX429	PC2	1.43014455754608
arsenictrioxide	QX430	PC2	0.190056339868843
arsenictrioxide	QX431	PC2	0.425141358254046
arsenictrioxide	QX435	PC2	0.616664175618994
arsenictrioxide	QX436	PC2	0.41011721168917
arsenictrioxide	QX437	PC2	0.301847554240459
arsenictrioxide	QX438	PC2	0.375387438188624
arsenictrioxide	QX441	PC2	0.461847007358401
arsenictrioxide	QX442	PC2	-0.0931765781358089
arsenictrioxide	QX444	PC2	1.76357468287519
arsenictrioxide	QX445	PC2	0.413079501492734
arsenictrioxide	QX446	PC2	-1.42153525660721
arsenictrioxide	QX447	PC2	0.78756297910856
arsenictrioxide	QX448	PC2	1.76189672050697
arsenictrioxide	QX450	PC2	-0.687867139679041
arsenictrioxide	QX452	PC2	0.142349480070139
arsenictrioxide	QX453	PC2	0.115792094204808
arsenictrioxide	QX454	PC2	-2.1935721507075
arsenictrioxide	QX455	PC2	1.12419348685461
arsenictrioxide	QX456	PC2	0.806893239756868
arsenictrioxide	QX457	PC2	1.33005865634007
arsenictrioxide	QX458	PC2	1.27351030137419
arsenictrioxide	QX459	PC2	0.410159797345665
arsenictrioxide	QX460	PC2	-1.92839209795115
arsenictrioxide	QX461	PC2	-1.03821775991533
arsenictrioxide	QX463	PC2	-0.219032072260149
arsenictrioxide	QX464	PC2	0.688462390453243
arsenictrioxide	QX465	PC2	0.490088784664894
arsenictrioxide	QX466	PC2	0.373802828548857
arsenictrioxide	QX467	PC2	-0.851715910019094
arsenictrioxide	QX468	PC2	-0.0209916357898901
arsenictrioxide	QX469	PC2	-0.770348693712164
arsenictrioxide	QX470	PC2	0.155499912275796
arsenictrioxide	QX471	PC2	1.08815176332429
arsenictrioxide	QX473	PC2	0.0171074446008997
arsenictrioxide	QX474	PC2	0.509665410882634
arsenictrioxide	QX475	PC2	-1.57351343406928
arsenictrioxide	QX476	PC2	0.48243721964984
arsenictrioxide	QX477	PC2	0.345241163387301
arsenictrioxide	QX478	PC2	-1.25662890064947
arsenictrioxide	QX479	PC2	0.70856820763077
arsenictrioxide	QX480	PC2	-0.525205513215517
arsenictrioxide	QX481	PC2	-0.0169210357987247
arsenictrioxide	QX482	PC2	-0.882611106656099
arsenictrioxide	QX483	PC2	0.306458825733685
arsenictrioxide	QX484	PC2	0.87441211377147
arsenictrioxide	QX485	PC2	0.0536765968348077
arsenictrioxide	QX486	PC2	-0.401992268562052
arsenictrioxide	QX487	PC2	0.819248660994648
arsenictrioxide	QX488	PC2	1.15704550710134
arsenictrioxide	QX489	PC2	-0.920524144521786
arsenictrioxide	QX490	PC2	0.0693025848550237
arsenictrioxide	QX492	PC2	-0.477521172768586
arsenictrioxide	QX493	PC2	-0.229157677479866
arsenictrioxide	QX494	PC2	-0.644296689286571
arsenictrioxide	QX495	PC2	-0.677011132879784
arsenictrioxide	QX496	PC2	0.692784504019706
arsenictrioxide	QX498	PC2	-0.154476274263725
arsenictrioxide	QX501	PC2	0.763130688968898
arsenictrioxide	QX506	PC2	0.429635567992399
arsenictrioxide	QX508	PC2	-0.0379979659573696
arsenictrioxide	QX511	PC2	0.226703388503817
arsenictrioxide	QX512	PC2	-0.892484722884978
arsenictrioxide	QX513	PC2	2.24776871733491
arsenictrioxide	QX514	PC2	-0.0804030534551308
arsenictrioxide	QX515	PC2	0.239248818210218
arsenictrioxide	QX517	PC2	-0.0212992220840467
arsenictrioxide	QX521	PC2	-0.0459378829054348
arsenictrioxide	QX523	PC2	0.198585892426623
arsenictrioxide	QX524	PC2	-0.33594275933574
