Strain	Condition	u_id	Trait	Value
ECA582	arsenic	ECA582_arsenic_10_D_6	mean.norm.EXT	0.173833864909667
ECA589	arsenic	ECA589_arsenic_10_D_7	mean.norm.EXT	-0.238884341509776
ECA590	arsenic	ECA590_arsenic_10_D_8	mean.norm.EXT	-0.017502196230565
ECA591	arsenic	ECA591_arsenic_10_D_9	mean.norm.EXT	-0.165032993360331
N2	arsenic	N2_arsenic_10_E_1	mean.norm.EXT	-0.221906444367476
CB4856	arsenic	CB4856_arsenic_10_E_2	mean.norm.EXT	0.202683943339075
ECA414	arsenic	ECA414_arsenic_10_E_3	mean.norm.EXT	0.16993778940785
ECA434	arsenic	ECA434_arsenic_10_E_4	mean.norm.EXT	0.127835869424331
ECA581	arsenic	ECA581_arsenic_10_E_5	mean.norm.EXT	0.0422220011413381
ECA582	arsenic	ECA582_arsenic_10_E_6	mean.norm.EXT	0.00137723553730088
ECA589	arsenic	ECA589_arsenic_10_E_7	mean.norm.EXT	-0.159119792113299
ECA590	arsenic	ECA590_arsenic_10_E_8	mean.norm.EXT	-0.142699785550295
ECA591	arsenic	ECA591_arsenic_10_E_9	mean.norm.EXT	-0.0986074910334378
N2	arsenic	N2_arsenic_10_F_1	mean.norm.EXT	-0.326104236870673
CB4856	arsenic	CB4856_arsenic_10_F_2	mean.norm.EXT	0.164694777092857
ECA414	arsenic	ECA414_arsenic_10_F_3	mean.norm.EXT	0.162739597652737
ECA434	arsenic	ECA434_arsenic_10_F_4	mean.norm.EXT	0.11050836518235
ECA581	arsenic	ECA581_arsenic_10_F_5	mean.norm.EXT	0.0064312443866994
ECA582	arsenic	ECA582_arsenic_10_F_6	mean.norm.EXT	0.111181725476209
ECA589	arsenic	ECA589_arsenic_10_F_7	mean.norm.EXT	-0.152237198792324
ECA590	arsenic	ECA590_arsenic_10_F_8	mean.norm.EXT	-0.113582327017599
ECA591	arsenic	ECA591_arsenic_10_F_9	mean.norm.EXT	-0.102397352622783
N2	arsenic	N2_arsenic_10_G_1	mean.norm.EXT	-0.281177847880378
CB4856	arsenic	CB4856_arsenic_10_G_2	mean.norm.EXT	0.173191418692472
ECA414	arsenic	ECA414_arsenic_10_G_3	mean.norm.EXT	0.125935539668886
ECA434	arsenic	ECA434_arsenic_10_G_4	mean.norm.EXT	0.171504689018811
ECA581	arsenic	ECA581_arsenic_10_G_5	mean.norm.EXT	0.00290857086753049
ECA582	arsenic	ECA582_arsenic_10_G_6	mean.norm.EXT	0.0447955237166468
ECA589	arsenic	ECA589_arsenic_10_G_7	mean.norm.EXT	-0.0963173898431889
ECA590	arsenic	ECA590_arsenic_10_G_8	mean.norm.EXT	-0.121375829034555
ECA591	arsenic	ECA591_arsenic_10_G_9	mean.norm.EXT	-0.132128750995802
N2	arsenic	N2_arsenic_12_A_1	mean.norm.EXT	-0.218515933206033
CB4856	arsenic	CB4856_arsenic_12_A_2	mean.norm.EXT	0.217816283858976
ECA414	arsenic	ECA414_arsenic_12_A_3	mean.norm.EXT	0.0749189216077947
ECA434	arsenic	ECA434_arsenic_12_A_4	mean.norm.EXT	0.293370910292319
ECA581	arsenic	ECA581_arsenic_12_A_5	mean.norm.EXT	0.0231651818187553
ECA582	arsenic	ECA582_arsenic_12_A_6	mean.norm.EXT	0.0999507224876318
ECA589	arsenic	ECA589_arsenic_12_A_7	mean.norm.EXT	-0.0870688482013851
ECA590	arsenic	ECA590_arsenic_12_A_8	mean.norm.EXT	-0.238684663021014
ECA591	arsenic	ECA591_arsenic_12_A_9	mean.norm.EXT	-0.225540365804237
N2	arsenic	N2_arsenic_12_B_1	mean.norm.EXT	-0.243865573818546
CB4856	arsenic	CB4856_arsenic_12_B_2	mean.norm.EXT	0.220299994437174
ECA414	arsenic	ECA414_arsenic_12_B_3	mean.norm.EXT	0.0934598550504763
ECA434	arsenic	ECA434_arsenic_12_B_4	mean.norm.EXT	0.140585437299393
ECA581	arsenic	ECA581_arsenic_12_B_5	mean.norm.EXT	0.0854093691958151
ECA582	arsenic	ECA582_arsenic_12_B_6	mean.norm.EXT	0.223189659351255
ECA589	arsenic	ECA589_arsenic_12_B_7	mean.norm.EXT	-0.189305584442668
ECA590	arsenic	ECA590_arsenic_12_B_8	mean.norm.EXT	0.0737218971940481
ECA591	arsenic	ECA591_arsenic_12_B_9	mean.norm.EXT	-0.0382183603026245
N2	arsenic	N2_arsenic_12_C_1	mean.norm.EXT	-0.308952792162793
CB4856	arsenic	CB4856_arsenic_12_C_2	mean.norm.EXT	0.266596394107064
ECA414	arsenic	ECA414_arsenic_12_C_3	mean.norm.EXT	0.087649414825728
ECA434	arsenic	ECA434_arsenic_12_C_4	mean.norm.EXT	0.269538594984503
ECA581	arsenic	ECA581_arsenic_12_C_5	mean.norm.EXT	0.203605480941744
ECA582	arsenic	ECA582_arsenic_12_C_6	mean.norm.EXT	0.15546927937691
ECA589	arsenic	ECA589_arsenic_12_C_7	mean.norm.EXT	-0.078791320336622
ECA590	arsenic	ECA590_arsenic_12_C_8	mean.norm.EXT	-0.0768784976110574
ECA591	arsenic	ECA591_arsenic_12_C_9	mean.norm.EXT	-0.222568384914902
N2	arsenic	N2_arsenic_12_D_1	mean.norm.EXT	-0.282298224479462
CB4856	arsenic	CB4856_arsenic_12_D_2	mean.norm.EXT	0.301414029920829
ECA414	arsenic	ECA414_arsenic_12_D_3	mean.norm.EXT	0.212680281179759
ECA434	arsenic	ECA434_arsenic_12_D_4	mean.norm.EXT	0.119982932954585
ECA581	arsenic	ECA581_arsenic_12_D_5	mean.norm.EXT	0.230261311670527
ECA582	arsenic	ECA582_arsenic_12_D_6	mean.norm.EXT	0.116605601037424
ECA589	arsenic	ECA589_arsenic_12_D_7	mean.norm.EXT	-0.186965394997023
ECA590	arsenic	ECA590_arsenic_12_D_8	mean.norm.EXT	-0.310083305409878
ECA591	arsenic	ECA591_arsenic_12_D_9	mean.norm.EXT	-0.074871714400945
N2	arsenic	N2_arsenic_12_E_1	mean.norm.EXT	-0.314637736344886
CB4856	arsenic	CB4856_arsenic_12_E_2	mean.norm.EXT	0.260761378650497
ECA414	arsenic	ECA414_arsenic_12_E_3	mean.norm.EXT	0.26077480320796
ECA434	arsenic	ECA434_arsenic_12_E_4	mean.norm.EXT	0.167216434978745
ECA581	arsenic	ECA581_arsenic_12_E_5	mean.norm.EXT	0.0433909509306816
ECA582	arsenic	ECA582_arsenic_12_E_6	mean.norm.EXT	0.0560144975856606
ECA589	arsenic	ECA589_arsenic_12_E_7	mean.norm.EXT	-0.166613783002967
ECA590	arsenic	ECA590_arsenic_12_E_8	mean.norm.EXT	-0.0779644043494565
ECA591	arsenic	ECA591_arsenic_12_E_9	mean.norm.EXT	-0.190257183283064
N2	arsenic	N2_arsenic_12_F_1	mean.norm.EXT	-0.23109238136183
CB4856	arsenic	CB4856_arsenic_12_F_2	mean.norm.EXT	0.217087129293433
ECA414	arsenic	ECA414_arsenic_12_F_3	mean.norm.EXT	0.232060129452382
ECA434	arsenic	ECA434_arsenic_12_F_4	mean.norm.EXT	0.216217328849447
ECA581	arsenic	ECA581_arsenic_12_F_5	mean.norm.EXT	-0.0463015584858402
ECA582	arsenic	ECA582_arsenic_12_F_6	mean.norm.EXT	0.124626774851704
ECA589	arsenic	ECA589_arsenic_12_F_7	mean.norm.EXT	-0.230951440742527
ECA590	arsenic	ECA590_arsenic_12_F_8	mean.norm.EXT	-0.227470632109485
ECA591	arsenic	ECA591_arsenic_12_F_9	mean.norm.EXT	-0.0938668404000725
N2	arsenic	N2_arsenic_12_G_1	mean.norm.EXT	-0.214835627819691
CB4856	arsenic	CB4856_arsenic_12_G_2	mean.norm.EXT	0.309953651741007
ECA414	arsenic	ECA414_arsenic_12_G_3	mean.norm.EXT	0.187860558254328
ECA434	arsenic	ECA434_arsenic_12_G_4	mean.norm.EXT	0.124526419526563
ECA581	arsenic	ECA581_arsenic_12_G_5	mean.norm.EXT	0.128805327506061
ECA582	arsenic	ECA582_arsenic_12_G_6	mean.norm.EXT	0.121746295806072
ECA589	arsenic	ECA589_arsenic_12_G_7	mean.norm.EXT	-0.0763317561094919
ECA590	arsenic	ECA590_arsenic_12_G_8	mean.norm.EXT	-0.246631564032541
ECA591	arsenic	ECA591_arsenic_12_G_9	mean.norm.EXT	-0.0111800239739681
N2	arsenic	N2_arsenic_2_A_1	mean.norm.yellow	-0.0191075090144206
CB4856	arsenic	CB4856_arsenic_2_A_2	mean.norm.yellow	0.0040671150835526
ECA414	arsenic	ECA414_arsenic_2_A_3	mean.norm.yellow	0.000322976485630618
ECA434	arsenic	ECA434_arsenic_2_A_4	mean.norm.yellow	0.00640286986717444
ECA581	arsenic	ECA581_arsenic_2_A_5	mean.norm.yellow	-0.00246026669589538
ECA582	arsenic	ECA582_arsenic_2_A_6	mean.norm.yellow	0.0180552117636851
ECA589	arsenic	ECA589_arsenic_2_A_7	mean.norm.yellow	-0.010599504263843
ECA590	arsenic	ECA590_arsenic_2_A_8	mean.norm.yellow	-0.00908327887396872
ECA591	arsenic	ECA591_arsenic_2_A_9	mean.norm.yellow	0.00572949843286102
N2	arsenic	N2_arsenic_2_B_1	mean.norm.yellow	-0.0239911813406716
CB4856	arsenic	CB4856_arsenic_2_B_2	mean.norm.yellow	0.0311085456482136
ECA414	arsenic	ECA414_arsenic_2_B_3	mean.norm.yellow	0.0069453655390418
ECA434	arsenic	ECA434_arsenic_2_B_4	mean.norm.yellow	0.00797769332627133
ECA581	arsenic	ECA581_arsenic_2_B_5	mean.norm.yellow	0.0147300767667187
ECA582	arsenic	ECA582_arsenic_2_B_6	mean.norm.yellow	0.00140963905650779
ECA589	arsenic	ECA589_arsenic_2_B_7	mean.norm.yellow	0.00414814626915768
ECA590	arsenic	ECA590_arsenic_2_B_8	mean.norm.yellow	-0.000482694118349794
ECA591	arsenic	ECA591_arsenic_2_B_9	mean.norm.yellow	-0.0134158439323925
N2	arsenic	N2_arsenic_2_C_1	mean.norm.yellow	-0.0181156194531515
CB4856	arsenic	CB4856_arsenic_2_C_2	mean.norm.yellow	0.0268279935783822
ECA414	arsenic	ECA414_arsenic_2_C_3	mean.norm.yellow	0.0075064634432351
ECA434	arsenic	ECA434_arsenic_2_C_4	mean.norm.yellow	0.0121337994801479
ECA581	arsenic	ECA581_arsenic_2_C_5	mean.norm.yellow	0.0154008141890149
ECA582	arsenic	ECA582_arsenic_2_C_6	mean.norm.yellow	0.00411260341525191
ECA589	arsenic	ECA589_arsenic_2_C_7	mean.norm.yellow	-0.0159759059615237
ECA590	arsenic	ECA590_arsenic_2_C_8	mean.norm.yellow	-0.00562571841429034
ECA591	arsenic	ECA591_arsenic_2_C_9	mean.norm.yellow	-0.0107380375926517
N2	arsenic	N2_arsenic_2_D_1	mean.norm.yellow	-0.00324118097737892
CB4856	arsenic	CB4856_arsenic_2_D_2	mean.norm.yellow	0.0283783841202284
ECA414	arsenic	ECA414_arsenic_2_D_3	mean.norm.yellow	0.00755756131600197
ECA434	arsenic	ECA434_arsenic_2_D_4	mean.norm.yellow	0.00850688987989141
ECA581	arsenic	ECA581_arsenic_2_D_5	mean.norm.yellow	0.0132421068095509
ECA582	arsenic	ECA582_arsenic_2_D_6	mean.norm.yellow	0.00481345154660666
ECA589	arsenic	ECA589_arsenic_2_D_7	mean.norm.yellow	-0.0153835287192447
ECA590	arsenic	ECA590_arsenic_2_D_8	mean.norm.yellow	-0.0202821895314192
ECA591	arsenic	ECA591_arsenic_2_D_9	mean.norm.yellow	0.000894686328714961
N2	arsenic	N2_arsenic_2_E_1	mean.norm.yellow	-0.0211763410779506
CB4856	arsenic	CB4856_arsenic_2_E_2	mean.norm.yellow	0.0293274336131803
ECA414	arsenic	ECA414_arsenic_2_E_3	mean.norm.yellow	-0.00407977181428103
ECA434	arsenic	ECA434_arsenic_2_E_4	mean.norm.yellow	0.0186203901351691
ECA581	arsenic	ECA581_arsenic_2_E_5	mean.norm.yellow	0.014975758820037
ECA582	arsenic	ECA582_arsenic_2_E_6	mean.norm.yellow	-0.00242707574898368
ECA589	arsenic	ECA589_arsenic_2_E_7	mean.norm.yellow	-0.0122611913164475
ECA590	arsenic	ECA590_arsenic_2_E_8	mean.norm.yellow	-0.00166188421065126
ECA591	arsenic	ECA591_arsenic_2_E_9	mean.norm.yellow	-0.00951436928837424
N2	arsenic	N2_arsenic_2_F_1	mean.norm.yellow	-0.0197854520345554
CB4856	arsenic	CB4856_arsenic_2_F_2	mean.norm.yellow	0.0297856366648301
ECA414	arsenic	ECA414_arsenic_2_F_3	mean.norm.yellow	0.00718872880467834
ECA434	arsenic	ECA434_arsenic_2_F_4	mean.norm.yellow	0.0042500567586962
ECA581	arsenic	ECA581_arsenic_2_F_5	mean.norm.yellow	0.00172871440446723
ECA582	arsenic	ECA582_arsenic_2_F_6	mean.norm.yellow	-0.00282113954913284
ECA589	arsenic	ECA589_arsenic_2_F_7	mean.norm.yellow	-0.0118934012382976
ECA590	arsenic	ECA590_arsenic_2_F_8	mean.norm.yellow	0.00437194375488172
ECA591	arsenic	ECA591_arsenic_2_F_9	mean.norm.yellow	-0.00781367777368815
N2	arsenic	N2_arsenic_2_G_1	mean.norm.yellow	-0.0228010906436243
CB4856	arsenic	CB4856_arsenic_2_G_2	mean.norm.yellow	0.0243928051633188
ECA414	arsenic	ECA414_arsenic_2_G_3	mean.norm.yellow	0.00169835360823038
ECA434	arsenic	ECA434_arsenic_2_G_4	mean.norm.yellow	-0.00243160715689184
ECA581	arsenic	ECA581_arsenic_2_G_5	mean.norm.yellow	0.00330007306182792
ECA582	arsenic	ECA582_arsenic_2_G_6	mean.norm.yellow	0.00182100019227119
ECA589	arsenic	ECA589_arsenic_2_G_7	mean.norm.yellow	-0.0101536860366049
ECA590	arsenic	ECA590_arsenic_2_G_8	mean.norm.yellow	-0.0119773183867506
ECA591	arsenic	ECA591_arsenic_2_G_9	mean.norm.yellow	-0.0144534463942826
N2	arsenic	N2_arsenic_4_A_1	mean.norm.yellow	-0.0256072960658404
CB4856	arsenic	CB4856_arsenic_4_A_2	mean.norm.yellow	0.013720083983971
ECA414	arsenic	ECA414_arsenic_4_A_3	mean.norm.yellow	-0.00323601100957326
ECA434	arsenic	ECA434_arsenic_4_A_4	mean.norm.yellow	0.0259561211812759
ECA581	arsenic	ECA581_arsenic_4_A_5	mean.norm.yellow	0.0139713315303277
ECA582	arsenic	ECA582_arsenic_4_A_6	mean.norm.yellow	0.0144813713776632
ECA589	arsenic	ECA589_arsenic_4_A_7	mean.norm.yellow	0.022778486562711
ECA590	arsenic	ECA590_arsenic_4_A_8	mean.norm.yellow	-0.0164065790913054
ECA591	arsenic	ECA591_arsenic_4_A_9	mean.norm.yellow	-0.00645454331307072
N2	arsenic	N2_arsenic_4_B_1	mean.norm.yellow	-0.0171870936901711
CB4856	arsenic	CB4856_arsenic_4_B_2	mean.norm.yellow	0.0186128134178271
ECA414	arsenic	ECA414_arsenic_4_B_3	mean.norm.yellow	-0.00949966200746819
ECA434	arsenic	ECA434_arsenic_4_B_4	mean.norm.yellow	0.00360681841032303
ECA581	arsenic	ECA581_arsenic_4_B_5	mean.norm.yellow	-0.0192708357968703
ECA582	arsenic	ECA582_arsenic_4_B_6	mean.norm.yellow	0.0155469972208875
ECA589	arsenic	ECA589_arsenic_4_B_7	mean.norm.yellow	-0.00625800640062404
ECA590	arsenic	ECA590_arsenic_4_B_8	mean.norm.yellow	-0.0060824260517961
ECA591	arsenic	ECA591_arsenic_4_B_9	mean.norm.yellow	-0.00940939359114512
N2	arsenic	N2_arsenic_4_C_1	mean.norm.yellow	-0.0193383680042641
CB4856	arsenic	CB4856_arsenic_4_C_2	mean.norm.yellow	0.0170973805748238
ECA414	arsenic	ECA414_arsenic_4_C_3	mean.norm.yellow	0.00543255036524463
ECA434	arsenic	ECA434_arsenic_4_C_4	mean.norm.yellow	0.00943383579815197
ECA581	arsenic	ECA581_arsenic_4_C_5	mean.norm.yellow	0.00989956197188927
ECA582	arsenic	ECA582_arsenic_4_C_6	mean.norm.yellow	0.000238699950001348
ECA589	arsenic	ECA589_arsenic_4_C_7	mean.norm.yellow	-0.00782822233853716
ECA590	arsenic	ECA590_arsenic_4_C_8	mean.norm.yellow	-0.0143257635995407
ECA591	arsenic	ECA591_arsenic_4_C_9	mean.norm.yellow	-0.00191428326778631
N2	arsenic	N2_arsenic_4_D_1	mean.norm.yellow	-0.026093575186397
CB4856	arsenic	CB4856_arsenic_4_D_2	mean.norm.yellow	0.0150007520821268
ECA414	arsenic	ECA414_arsenic_4_D_3	mean.norm.yellow	-0.00122451129532735
ECA434	arsenic	ECA434_arsenic_4_D_4	mean.norm.yellow	0.00783988116035763
ECA581	arsenic	ECA581_arsenic_4_D_5	mean.norm.yellow	0.0123706264869167
ECA582	arsenic	ECA582_arsenic_4_D_6	mean.norm.yellow	0.0148608874340895
ECA589	arsenic	ECA589_arsenic_4_D_7	mean.norm.yellow	-0.00799273745944168
ECA590	arsenic	ECA590_arsenic_4_D_8	mean.norm.yellow	-0.00632163666915343
ECA591	arsenic	ECA591_arsenic_4_D_9	mean.norm.yellow	0.0160061855295954
N2	arsenic	N2_arsenic_4_E_1	mean.norm.yellow	-0.0329103749150894
CB4856	arsenic	CB4856_arsenic_4_E_2	mean.norm.yellow	0.0121223089420825
ECA414	arsenic	ECA414_arsenic_4_E_3	mean.norm.yellow	-0.00378247986053648
ECA434	arsenic	ECA434_arsenic_4_E_4	mean.norm.yellow	-0.0011293067718939
ECA581	arsenic	ECA581_arsenic_4_E_5	mean.norm.yellow	0.00378624084933316
ECA582	arsenic	ECA582_arsenic_4_E_6	mean.norm.yellow	0.00610142593326376
ECA589	arsenic	ECA589_arsenic_4_E_7	mean.norm.yellow	-0.00335484684810344
ECA590	arsenic	ECA590_arsenic_4_E_8	mean.norm.yellow	-0.00585218739400709
ECA591	arsenic	ECA591_arsenic_4_E_9	mean.norm.yellow	-0.006737497426341
N2	arsenic	N2_arsenic_4_F_1	mean.norm.yellow	-0.0235750246845809
CB4856	arsenic	CB4856_arsenic_4_F_2	mean.norm.yellow	0.0186869261508105
ECA414	arsenic	ECA414_arsenic_4_F_3	mean.norm.yellow	0.0134914451045517
ECA434	arsenic	ECA434_arsenic_4_F_4	mean.norm.yellow	0.00695285698503676
ECA582	arsenic	ECA582_arsenic_4_F_6	mean.norm.yellow	-0.0107410628031168
ECA589	arsenic	ECA589_arsenic_4_F_7	mean.norm.yellow	-0.00652078489343191
ECA590	arsenic	ECA590_arsenic_4_F_8	mean.norm.yellow	-0.00938874638299575
ECA591	arsenic	ECA591_arsenic_4_F_9	mean.norm.yellow	-0.0146457970824607
N2	arsenic	N2_arsenic_4_G_1	mean.norm.yellow	-0.0175343085004441
CB4856	arsenic	CB4856_arsenic_4_G_2	mean.norm.yellow	0.0201172151041394
ECA414	arsenic	ECA414_arsenic_4_G_3	mean.norm.yellow	-0.00366908697316006
ECA434	arsenic	ECA434_arsenic_4_G_4	mean.norm.yellow	0.0170319361797417
ECA581	arsenic	ECA581_arsenic_4_G_5	mean.norm.yellow	0.015920773058627
ECA582	arsenic	ECA582_arsenic_4_G_6	mean.norm.yellow	-0.00156296130748898
ECA589	arsenic	ECA589_arsenic_4_G_7	mean.norm.yellow	0.0033011126714182
ECA590	arsenic	ECA590_arsenic_4_G_8	mean.norm.yellow	-0.0128221511725234
ECA591	arsenic	ECA591_arsenic_4_G_9	mean.norm.yellow	-6.6162172837644e-05
N2	arsenic	N2_arsenic_6_A_1	mean.norm.yellow	-0.021179254916925
CB4856	arsenic	CB4856_arsenic_6_A_2	mean.norm.yellow	0.0183450526109969
ECA414	arsenic	ECA414_arsenic_6_A_3	mean.norm.yellow	0.000261463857962284
ECA434	arsenic	ECA434_arsenic_6_A_4	mean.norm.yellow	0.00108308147472432
ECA581	arsenic	ECA581_arsenic_6_A_5	mean.norm.yellow	-0.0026427455283491
ECA582	arsenic	ECA582_arsenic_6_A_6	mean.norm.yellow	0.013332536019339
ECA589	arsenic	ECA589_arsenic_6_A_7	mean.norm.yellow	0.00390067897680137
ECA590	arsenic	ECA590_arsenic_6_A_8	mean.norm.yellow	-0.00682139339661271
ECA591	arsenic	ECA591_arsenic_6_A_9	mean.norm.yellow	-0.0103131392876422
N2	arsenic	N2_arsenic_6_B_1	mean.norm.yellow	-0.0223558207601576
CB4856	arsenic	CB4856_arsenic_6_B_2	mean.norm.yellow	0.0149820878520962
ECA414	arsenic	ECA414_arsenic_6_B_3	mean.norm.yellow	0.00829592723308726
ECA434	arsenic	ECA434_arsenic_6_B_4	mean.norm.yellow	0.00203628002343746
ECA581	arsenic	ECA581_arsenic_6_B_5	mean.norm.yellow	0.00454082389547539
ECA582	arsenic	ECA582_arsenic_6_B_6	mean.norm.yellow	0.00507328694749417
ECA589	arsenic	ECA589_arsenic_6_B_7	mean.norm.yellow	0.00716900097983077
ECA590	arsenic	ECA590_arsenic_6_B_8	mean.norm.yellow	-0.00336598820330501
ECA591	arsenic	ECA591_arsenic_6_B_9	mean.norm.yellow	-0.00060161228144859
N2	arsenic	N2_arsenic_6_C_1	mean.norm.yellow	-0.0268251659139028
CB4856	arsenic	CB4856_arsenic_6_C_2	mean.norm.yellow	0.029164654821559
ECA414	arsenic	ECA414_arsenic_6_C_3	mean.norm.yellow	0.0118466617668008
ECA434	arsenic	ECA434_arsenic_6_C_4	mean.norm.yellow	0.00378603547152132
ECA581	arsenic	ECA581_arsenic_6_C_5	mean.norm.yellow	0.00972108091050753
ECA582	arsenic	ECA582_arsenic_6_C_6	mean.norm.yellow	-0.00257272620859103
ECA589	arsenic	ECA589_arsenic_6_C_7	mean.norm.yellow	-0.0137210847257001
ECA590	arsenic	ECA590_arsenic_6_C_8	mean.norm.yellow	-0.00996511000289457
ECA591	arsenic	ECA591_arsenic_6_C_9	mean.norm.yellow	-0.0132206773530167
N2	arsenic	N2_arsenic_6_D_1	mean.norm.yellow	-0.020143890340683
CB4856	arsenic	CB4856_arsenic_6_D_2	mean.norm.yellow	0.0039931439284873
ECA414	arsenic	ECA414_arsenic_6_D_3	mean.norm.yellow	0.000306978203279874
ECA434	arsenic	ECA434_arsenic_6_D_4	mean.norm.yellow	-0.00163560983763376
ECA581	arsenic	ECA581_arsenic_6_D_5	mean.norm.yellow	-0.00459501293318559
ECA582	arsenic	ECA582_arsenic_6_D_6	mean.norm.yellow	0.0057168803411035
ECA589	arsenic	ECA589_arsenic_6_D_7	mean.norm.yellow	-0.00836492535670309
ECA590	arsenic	ECA590_arsenic_6_D_8	mean.norm.yellow	-0.00808059621361457
ECA591	arsenic	ECA591_arsenic_6_D_9	mean.norm.yellow	-0.0191600218577866
N2	arsenic	N2_arsenic_6_E_1	mean.norm.yellow	-0.0197394013363216
CB4856	arsenic	CB4856_arsenic_6_E_2	mean.norm.yellow	0.01951372318131
ECA414	arsenic	ECA414_arsenic_6_E_3	mean.norm.yellow	-0.00149780684159366
ECA434	arsenic	ECA434_arsenic_6_E_4	mean.norm.yellow	-0.000990379061787039
ECA581	arsenic	ECA581_arsenic_6_E_5	mean.norm.yellow	-0.00620996195075057
ECA582	arsenic	ECA582_arsenic_6_E_6	mean.norm.yellow	-0.00419263069138716
ECA589	arsenic	ECA589_arsenic_6_E_7	mean.norm.yellow	-0.00855299570930828
ECA590	arsenic	ECA590_arsenic_6_E_8	mean.norm.yellow	-0.0174615541261213
ECA591	arsenic	ECA591_arsenic_6_E_9	mean.norm.yellow	-0.0182605881633409
N2	arsenic	N2_arsenic_6_F_1	mean.norm.yellow	-0.0253025829688183
CB4856	arsenic	CB4856_arsenic_6_F_2	mean.norm.yellow	0.0278583618172813
ECA414	arsenic	ECA414_arsenic_6_F_3	mean.norm.yellow	-0.00491578524548169
ECA434	arsenic	ECA434_arsenic_6_F_4	mean.norm.yellow	-0.00195714379420444
ECA581	arsenic	ECA581_arsenic_6_F_5	mean.norm.yellow	-0.0123870047129459
ECA582	arsenic	ECA582_arsenic_6_F_6	mean.norm.yellow	0.0057340844567839
ECA589	arsenic	ECA589_arsenic_6_F_7	mean.norm.yellow	0.00147575820983687
ECA590	arsenic	ECA590_arsenic_6_F_8	mean.norm.yellow	-0.00490237647922123
ECA591	arsenic	ECA591_arsenic_6_F_9	mean.norm.yellow	-0.00916887669356802
N2	arsenic	N2_arsenic_6_G_1	mean.norm.yellow	-0.0300495373594297
CB4856	arsenic	CB4856_arsenic_6_G_2	mean.norm.yellow	0.0236364309673312
ECA414	arsenic	ECA414_arsenic_6_G_3	mean.norm.yellow	-0.00987578139592903
ECA434	arsenic	ECA434_arsenic_6_G_4	mean.norm.yellow	-0.00308597547669665
ECA581	arsenic	ECA581_arsenic_6_G_5	mean.norm.yellow	0.00255324626459673
ECA582	arsenic	ECA582_arsenic_6_G_6	mean.norm.yellow	0.0118071617892331
ECA589	arsenic	ECA589_arsenic_6_G_7	mean.norm.yellow	-0.0128605740408564
ECA590	arsenic	ECA590_arsenic_6_G_8	mean.norm.yellow	0.0106069717724646
ECA591	arsenic	ECA591_arsenic_6_G_9	mean.norm.yellow	-0.014762446287549
N2	arsenic	N2_arsenic_8_A_1	mean.norm.yellow	-0.0074896387496187
CB4856	arsenic	CB4856_arsenic_8_A_2	mean.norm.yellow	0.0202832247984616
ECA414	arsenic	ECA414_arsenic_8_A_3	mean.norm.yellow	-9.60957716750378e-05
ECA434	arsenic	ECA434_arsenic_8_A_4	mean.norm.yellow	0.0201236961972232
ECA581	arsenic	ECA581_arsenic_8_A_5	mean.norm.yellow	0.0159834328285345
ECA582	arsenic	ECA582_arsenic_8_A_6	mean.norm.yellow	0.00322615374131349
ECA589	arsenic	ECA589_arsenic_8_A_7	mean.norm.yellow	0.0337960496117484
ECA590	arsenic	ECA590_arsenic_8_A_8	mean.norm.yellow	0.00263012130991926
ECA591	arsenic	ECA591_arsenic_8_A_9	mean.norm.yellow	0.0115941312714982
N2	arsenic	N2_arsenic_8_B_1	mean.norm.yellow	-0.0128328657849013
CB4856	arsenic	CB4856_arsenic_8_B_2	mean.norm.yellow	0.0131129939956251
ECA414	arsenic	ECA414_arsenic_8_B_3	mean.norm.yellow	0.0174677410300622
ECA434	arsenic	ECA434_arsenic_8_B_4	mean.norm.yellow	0.0101599993235301
ECA581	arsenic	ECA581_arsenic_8_B_5	mean.norm.yellow	0.0251437181920198
ECA582	arsenic	ECA582_arsenic_8_B_6	mean.norm.yellow	0.01547454664898
ECA589	arsenic	ECA589_arsenic_8_B_7	mean.norm.yellow	0.0058588879313407
ECA590	arsenic	ECA590_arsenic_8_B_8	mean.norm.yellow	0.00784043190869183
ECA591	arsenic	ECA591_arsenic_8_B_9	mean.norm.yellow	0.00190918990666802
N2	arsenic	N2_arsenic_8_C_1	mean.norm.yellow	-0.0167723654750451
CB4856	arsenic	CB4856_arsenic_8_C_2	mean.norm.yellow	0.0205959819614741
ECA414	arsenic	ECA414_arsenic_8_C_3	mean.norm.yellow	0.0015650738098485
ECA434	arsenic	ECA434_arsenic_8_C_4	mean.norm.yellow	0.00129302234143575
ECA581	arsenic	ECA581_arsenic_8_C_5	mean.norm.yellow	0.0159472835634257
ECA582	arsenic	ECA582_arsenic_8_C_6	mean.norm.yellow	0.0147329411056673
ECA589	arsenic	ECA589_arsenic_8_C_7	mean.norm.yellow	-0.00898635774297855
ECA590	arsenic	ECA590_arsenic_8_C_8	mean.norm.yellow	0.00448779846802648
ECA591	arsenic	ECA591_arsenic_8_C_9	mean.norm.yellow	0.0167924770400892
N2	arsenic	N2_arsenic_8_D_1	mean.norm.yellow	-0.027095199778328
CB4856	arsenic	CB4856_arsenic_8_D_2	mean.norm.yellow	0.0166386346984187
ECA414	arsenic	ECA414_arsenic_8_D_3	mean.norm.yellow	0.00170873212464545
