Strain	Condition	u_id	Trait	Value
N2	arsenic	N2_arsenic_2_A_1	mean.TOF	-36.0592688563174
CB4856	arsenic	CB4856_arsenic_2_A_2	mean.TOF	-12.2585280357642
ECA414	arsenic	ECA414_arsenic_2_A_3	mean.TOF	15.987219144183
ECA434	arsenic	ECA434_arsenic_2_A_4	mean.TOF	7.15132607751605
ECA581	arsenic	ECA581_arsenic_2_A_5	mean.TOF	-0.611807761644664
ECA582	arsenic	ECA582_arsenic_2_A_6	mean.TOF	20.2324771105257
ECA589	arsenic	ECA589_arsenic_2_A_7	mean.TOF	-22.8130171531647
ECA590	arsenic	ECA590_arsenic_2_A_8	mean.TOF	-15.0080789038875
ECA591	arsenic	ECA591_arsenic_2_A_9	mean.TOF	-12.7604133509104
N2	arsenic	N2_arsenic_2_B_1	mean.TOF	-38.1333563483908
CB4856	arsenic	CB4856_arsenic_2_B_2	mean.TOF	37.5592685744053
ECA414	arsenic	ECA414_arsenic_2_B_3	mean.TOF	-0.898741287594163
ECA434	arsenic	ECA434_arsenic_2_B_4	mean.TOF	6.44294223582291
ECA581	arsenic	ECA581_arsenic_2_B_5	mean.TOF	15.5624408926615
ECA582	arsenic	ECA582_arsenic_2_B_6	mean.TOF	9.13397138007454
ECA589	arsenic	ECA589_arsenic_2_B_7	mean.TOF	-8.84703986803853
ECA590	arsenic	ECA590_arsenic_2_B_8	mean.TOF	-19.0755031463118
ECA591	arsenic	ECA591_arsenic_2_B_9	mean.TOF	-7.70927698727401
N2	arsenic	N2_arsenic_2_C_1	mean.TOF	-39.7994727747484
CB4856	arsenic	CB4856_arsenic_2_C_2	mean.TOF	20.4226019077386
ECA414	arsenic	ECA414_arsenic_2_C_3	mean.TOF	10.5229798279437
ECA434	arsenic	ECA434_arsenic_2_C_4	mean.TOF	23.2837198580528
ECA581	arsenic	ECA581_arsenic_2_C_5	mean.TOF	23.4534007140901
ECA582	arsenic	ECA582_arsenic_2_C_6	mean.TOF	3.48316017063502
ECA589	arsenic	ECA589_arsenic_2_C_7	mean.TOF	-39.5909650076471
ECA590	arsenic	ECA590_arsenic_2_C_8	mean.TOF	-24.8929747372209
ECA591	arsenic	ECA591_arsenic_2_C_9	mean.TOF	-15.871776987274
N2	arsenic	N2_arsenic_2_D_1	mean.TOF	-28.4128614618268
CB4856	arsenic	CB4856_arsenic_2_D_2	mean.TOF	19.0991845407918
ECA414	arsenic	ECA414_arsenic_2_D_3	mean.TOF	8.53628595039265
ECA434	arsenic	ECA434_arsenic_2_D_4	mean.TOF	22.608683169081
ECA581	arsenic	ECA581_arsenic_2_D_5	mean.TOF	17.1783024178909
ECA582	arsenic	ECA582_arsenic_2_D_6	mean.TOF	3.65633725396836
ECA589	arsenic	ECA589_arsenic_2_D_7	mean.TOF	-36.2928853611281
ECA590	arsenic	ECA590_arsenic_2_D_8	mean.TOF	-31.609808463636
ECA591	arsenic	ECA591_arsenic_2_D_9	mean.TOF	-15.7937235521595
N2	arsenic	N2_arsenic_2_E_1	mean.TOF	-46.667275993597
CB4856	arsenic	CB4856_arsenic_2_E_2	mean.TOF	21.4027645093646
ECA414	arsenic	ECA414_arsenic_2_E_3	mean.TOF	-0.254552086949929
ECA434	arsenic	ECA434_arsenic_2_E_4	mean.TOF	24.516091276066
ECA581	arsenic	ECA581_arsenic_2_E_5	mean.TOF	6.61475902790746
ECA582	arsenic	ECA582_arsenic_2_E_6	mean.TOF	2.62537780148901
ECA589	arsenic	ECA589_arsenic_2_E_7	mean.TOF	-24.0333124995166
ECA590	arsenic	ECA590_arsenic_2_E_8	mean.TOF	-13.5364909773783
ECA591	arsenic	ECA591_arsenic_2_E_9	mean.TOF	-26.7359074220566
N2	arsenic	N2_arsenic_2_F_1	mean.TOF	-46.6855196546977
CB4856	arsenic	CB4856_arsenic_2_F_2	mean.TOF	13.8915731011542
ECA414	arsenic	ECA414_arsenic_2_F_3	mean.TOF	13.9971830364998
ECA434	arsenic	ECA434_arsenic_2_F_4	mean.TOF	8.3972625216764
ECA581	arsenic	ECA581_arsenic_2_F_5	mean.TOF	15.7600209231494
ECA582	arsenic	ECA582_arsenic_2_F_6	mean.TOF	8.71553196550681
ECA589	arsenic	ECA589_arsenic_2_F_7	mean.TOF	-25.3632883254635
ECA590	arsenic	ECA590_arsenic_2_F_8	mean.TOF	-6.87372931039161
ECA591	arsenic	ECA591_arsenic_2_F_9	mean.TOF	-2.16820555870258
N2	arsenic	N2_arsenic_2_G_1	mean.TOF	-34.4299810756298
CB4856	arsenic	CB4856_arsenic_2_G_2	mean.TOF	13.1005729222314
ECA414	arsenic	ECA414_arsenic_2_G_3	mean.TOF	1.17097982794368
ECA434	arsenic	ECA434_arsenic_2_G_4	mean.TOF	19.4919516515713
ECA581	arsenic	ECA581_arsenic_2_G_5	mean.TOF	11.1232092560636
ECA582	arsenic	ECA582_arsenic_2_G_6	mean.TOF	-2.05850649603164
ECA589	arsenic	ECA589_arsenic_2_G_7	mean.TOF	-18.7683685393672
ECA590	arsenic	ECA590_arsenic_2_G_8	mean.TOF	-19.2420424893217
ECA591	arsenic	ECA591_arsenic_2_G_9	mean.TOF	-25.0311855894245
N2	arsenic	N2_arsenic_4_A_1	mean.TOF	-42.1725326417107
CB4856	arsenic	CB4856_arsenic_4_A_2	mean.TOF	29.2124943808569
ECA414	arsenic	ECA414_arsenic_4_A_3	mean.TOF	22.7193669247179
ECA434	arsenic	ECA434_arsenic_4_A_4	mean.TOF	49.3182244635404
ECA581	arsenic	ECA581_arsenic_4_A_5	mean.TOF	0.565843110403469
ECA582	arsenic	ECA582_arsenic_4_A_6	mean.TOF	25.4099401059101
ECA589	arsenic	ECA589_arsenic_4_A_7	mean.TOF	-10.8898720358707
ECA590	arsenic	ECA590_arsenic_4_A_8	mean.TOF	-25.261650332459
ECA591	arsenic	ECA591_arsenic_4_A_9	mean.TOF	-8.09864034131128
N2	arsenic	N2_arsenic_4_B_1	mean.TOF	-28.0102212688731
CB4856	arsenic	CB4856_arsenic_4_B_2	mean.TOF	41.8513738375632
ECA414	arsenic	ECA414_arsenic_4_B_3	mean.TOF	13.6753276540306
ECA434	arsenic	ECA434_arsenic_4_B_4	mean.TOF	25.0253620257558
ECA581	arsenic	ECA581_arsenic_4_B_5	mean.TOF	4.01868100342104
ECA582	arsenic	ECA582_arsenic_4_B_6	mean.TOF	20.1287404675311
ECA589	arsenic	ECA589_arsenic_4_B_7	mean.TOF	-12.0974931184918
ECA590	arsenic	ECA590_arsenic_4_B_8	mean.TOF	-16.0473646181732
ECA591	arsenic	ECA591_arsenic_4_B_9	mean.TOF	1.5168920774742
N2	arsenic	N2_arsenic_4_C_1	mean.TOF	-28.0959776177873
CB4856	arsenic	CB4856_arsenic_4_C_2	mean.TOF	25.0701381396227
ECA414	arsenic	ECA414_arsenic_4_C_3	mean.TOF	34.0953495758428
ECA434	arsenic	ECA434_arsenic_4_C_4	mean.TOF	35.6417005900087
ECA581	arsenic	ECA581_arsenic_4_C_5	mean.TOF	30.3843914975003
ECA582	arsenic	ECA582_arsenic_4_C_6	mean.TOF	8.11801680145939
ECA589	arsenic	ECA589_arsenic_4_C_7	mean.TOF	-28.2056412666399
ECA590	arsenic	ECA590_arsenic_4_C_8	mean.TOF	-28.1898497372209
ECA591	arsenic	ECA591_arsenic_4_C_9	mean.TOF	0.137384503409222
N2	arsenic	N2_arsenic_4_D_1	mean.TOF	-36.8117976320396
CB4856	arsenic	CB4856_arsenic_4_D_2	mean.TOF	38.7843575423768
ECA414	arsenic	ECA414_arsenic_4_D_3	mean.TOF	25.3816397264208
ECA434	arsenic	ECA434_arsenic_4_D_4	mean.TOF	32.0647033367798
ECA581	arsenic	ECA581_arsenic_4_D_5	mean.TOF	12.4986388093282
ECA582	arsenic	ECA582_arsenic_4_D_6	mean.TOF	19.7130762377813
ECA589	arsenic	ECA589_arsenic_4_D_7	mean.TOF	-7.67421269521133
ECA590	arsenic	ECA590_arsenic_4_D_8	mean.TOF	-21.3027758735845
ECA591	arsenic	ECA591_arsenic_4_D_9	mean.TOF	-0.122440704088164
N2	arsenic	N2_arsenic_4_E_1	mean.TOF	-36.1936365378146
CB4856	arsenic	CB4856_arsenic_4_E_2	mean.TOF	22.962092494671
ECA414	arsenic	ECA414_arsenic_4_E_3	mean.TOF	6.88636444332829
ECA434	arsenic	ECA434_arsenic_4_E_4	mean.TOF	21.1822852326494
ECA581	arsenic	ECA581_arsenic_4_E_5	mean.TOF	22.3921573278467
ECA582	arsenic	ECA582_arsenic_4_E_6	mean.TOF	19.6602435039684
ECA589	arsenic	ECA589_arsenic_4_E_7	mean.TOF	-15.7370205769847
ECA590	arsenic	ECA590_arsenic_4_E_8	mean.TOF	-25.2817968526055
ECA591	arsenic	ECA591_arsenic_4_E_9	mean.TOF	-12.0291299284505
N2	arsenic	N2_arsenic_4_F_1	mean.TOF	-32.914956884135
CB4856	arsenic	CB4856_arsenic_4_F_2	mean.TOF	35.1989237468191
ECA414	arsenic	ECA414_arsenic_4_F_3	mean.TOF	41.0779565721297
ECA434	arsenic	ECA434_arsenic_4_F_4	mean.TOF	31.7640644519243
ECA582	arsenic	ECA582_arsenic_4_F_6	mean.TOF	5.67549350396837
ECA589	arsenic	ECA589_arsenic_4_F_7	mean.TOF	-15.5405130615117
ECA590	arsenic	ECA590_arsenic_4_F_8	mean.TOF	-29.0125660833747
ECA591	arsenic	ECA591_arsenic_4_F_9	mean.TOF	-7.29261032060735
N2	arsenic	N2_arsenic_4_G_1	mean.TOF	-19.8210174901956
CB4856	arsenic	CB4856_arsenic_4_G_2	mean.TOF	24.538998304135
ECA414	arsenic	ECA414_arsenic_4_G_3	mean.TOF	18.2105837883397
ECA434	arsenic	ECA434_arsenic_4_G_4	mean.TOF	40.5844917505202
ECA581	arsenic	ECA581_arsenic_4_G_5	mean.TOF	27.73899693605
ECA582	arsenic	ECA582_arsenic_4_G_6	mean.TOF	0.691493503968361
ECA589	arsenic	ECA589_arsenic_4_G_7	mean.TOF	1.73352540002674
ECA590	arsenic	ECA590_arsenic_4_G_8	mean.TOF	-26.5497455705542
ECA591	arsenic	ECA591_arsenic_4_G_9	mean.TOF	-2.91625750675452
N2	arsenic	N2_arsenic_6_A_1	mean.TOF	-32.2157966066614
CB4856	arsenic	CB4856_arsenic_6_A_2	mean.TOF	20.77273889404
ECA414	arsenic	ECA414_arsenic_6_A_3	mean.TOF	12.2861114068911
ECA434	arsenic	ECA434_arsenic_6_A_4	mean.TOF	31.3165523302842
ECA581	arsenic	ECA581_arsenic_6_A_5	mean.TOF	3.68625021752785
ECA582	arsenic	ECA582_arsenic_6_A_6	mean.TOF	22.7517344678238
ECA589	arsenic	ECA589_arsenic_6_A_7	mean.TOF	-11.3188119983472
ECA590	arsenic	ECA590_arsenic_6_A_8	mean.TOF	2.10895008161972
ECA591	arsenic	ECA591_arsenic_6_A_9	mean.TOF	-11.9787442003888
N2	arsenic	N2_arsenic_6_B_1	mean.TOF	-32.6765730457511
CB4856	arsenic	CB4856_arsenic_6_B_2	mean.TOF	8.35441907607752
ECA414	arsenic	ECA414_arsenic_6_B_3	mean.TOF	18.4606477246226
ECA434	arsenic	ECA434_arsenic_6_B_4	mean.TOF	26.0034037209027
ECA581	arsenic	ECA581_arsenic_6_B_5	mean.TOF	20.8990927652296
ECA582	arsenic	ECA582_arsenic_6_B_6	mean.TOF	11.6407320826486
ECA589	arsenic	ECA589_arsenic_6_B_7	mean.TOF	-20.5619677972522
ECA590	arsenic	ECA590_arsenic_6_B_8	mean.TOF	-22.6221084397525
ECA591	arsenic	ECA591_arsenic_6_B_9	mean.TOF	-8.35422379578465
N2	arsenic	N2_arsenic_6_C_1	mean.TOF	-33.3488563180344
CB4856	arsenic	CB4856_arsenic_6_C_2	mean.TOF	20.98886041114
ECA414	arsenic	ECA414_arsenic_6_C_3	mean.TOF	27.4553664450441
ECA434	arsenic	ECA434_arsenic_6_C_4	mean.TOF	26.2754564398732
ECA581	arsenic	ECA581_arsenic_6_C_5	mean.TOF	24.4249673117437
ECA582	arsenic	ECA582_arsenic_6_C_6	mean.TOF	8.66035163545624
ECA589	arsenic	ECA589_arsenic_6_C_7	mean.TOF	-40.1727245999733
ECA590	arsenic	ECA590_arsenic_6_C_8	mean.TOF	-11.4397041626867
ECA591	arsenic	ECA591_arsenic_6_C_9	mean.TOF	-5.58908467958169
N2	arsenic	N2_arsenic_6_D_1	mean.TOF	-31.2714015147732
CB4856	arsenic	CB4856_arsenic_6_D_2	mean.TOF	1.21304215931092
ECA414	arsenic	ECA414_arsenic_6_D_3	mean.TOF	16.7433936210471
ECA434	arsenic	ECA434_arsenic_6_D_4	mean.TOF	9.4646307985461
ECA581	arsenic	ECA581_arsenic_6_D_5	mean.TOF	7.67137611617149
ECA582	arsenic	ECA582_arsenic_6_D_6	mean.TOF	11.0090117521436
ECA589	arsenic	ECA589_arsenic_6_D_7	mean.TOF	-17.2311485130167
ECA590	arsenic	ECA590_arsenic_6_D_8	mean.TOF	-5.04974557055419
ECA591	arsenic	ECA591_arsenic_6_D_9	mean.TOF	-32.2824912729883
N2	arsenic	N2_arsenic_6_E_1	mean.TOF	-39.3168508235289
CB4856	arsenic	CB4856_arsenic_6_E_2	mean.TOF	21.7360085011452
ECA414	arsenic	ECA414_arsenic_6_E_3	mean.TOF	6.73764649461035
ECA434	arsenic	ECA434_arsenic_6_E_4	mean.TOF	25.7647673572664
ECA581	arsenic	ECA581_arsenic_6_E_5	mean.TOF	17.8012703882756
ECA582	arsenic	ECA582_arsenic_6_E_6	mean.TOF	12.8482731649853
ECA589	arsenic	ECA589_arsenic_6_E_7	mean.TOF	-9.21593829634289
ECA590	arsenic	ECA590_arsenic_6_E_8	mean.TOF	-15.8838035415687
ECA591	arsenic	ECA591_arsenic_6_E_9	mean.TOF	-24.4435059592366
N2	arsenic	N2_arsenic_6_F_1	mean.TOF	-34.8222407317858
CB4856	arsenic	CB4856_arsenic_6_F_2	mean.TOF	33.0383434642731
ECA414	arsenic	ECA414_arsenic_6_F_3	mean.TOF	20.8584798279437
ECA434	arsenic	ECA434_arsenic_6_F_4	mean.TOF	21.9918194314058
ECA581	arsenic	ECA581_arsenic_6_F_5	mean.TOF	5.67812598881539
ECA582	arsenic	ECA582_arsenic_6_F_6	mean.TOF	14.9210853407031
ECA589	arsenic	ECA589_arsenic_6_F_7	mean.TOF	-8.87172822316165
ECA590	arsenic	ECA590_arsenic_6_F_8	mean.TOF	-0.51472684396245
ECA591	arsenic	ECA591_arsenic_6_F_9	mean.TOF	-2.85132244181948
N2	arsenic	N2_arsenic_6_G_1	mean.TOF	-38.2333830815934
CB4856	arsenic	CB4856_arsenic_6_G_2	mean.TOF	24.2426019077386
ECA414	arsenic	ECA414_arsenic_6_G_3	mean.TOF	8.00082275988086
ECA434	arsenic	ECA434_arsenic_6_G_4	mean.TOF	12.7416360441351
ECA581	arsenic	ECA581_arsenic_6_G_5	mean.TOF	13.9596317171296
ECA582	arsenic	ECA582_arsenic_6_G_6	mean.TOF	24.4655319655068
ECA589	arsenic	ECA589_arsenic_6_G_7	mean.TOF	-20.9266757493985
ECA590	arsenic	ECA590_arsenic_6_G_8	mean.TOF	10.6669210961125
ECA591	arsenic	ECA591_arsenic_6_G_9	mean.TOF	1.21583562533861
N2	arsenic	N2_arsenic_8_A_1	mean.TOF	-28.1239843313823
CB4856	arsenic	CB4856_arsenic_8_A_2	mean.TOF	45.0477301128668
ECA414	arsenic	ECA414_arsenic_8_A_3	mean.TOF	14.7249013965711
ECA434	arsenic	ECA434_arsenic_8_A_4	mean.TOF	36.6318228681272
ECA581	arsenic	ECA581_arsenic_8_A_5	mean.TOF	18.9348023313408
ECA582	arsenic	ECA582_arsenic_8_A_6	mean.TOF	10.6858116857865
ECA589	arsenic	ECA589_arsenic_8_A_7	mean.TOF	-20.1308871682793
ECA590	arsenic	ECA590_arsenic_8_A_8	mean.TOF	-10.1971814679901
ECA591	arsenic	ECA591_arsenic_8_A_9	mean.TOF	-9.61106270155973
N2	arsenic	N2_arsenic_8_B_1	mean.TOF	-27.2667219575495
CB4856	arsenic	CB4856_arsenic_8_B_2	mean.TOF	22.2388982040349
ECA414	arsenic	ECA414_arsenic_8_B_3	mean.TOF	35.4919915010954
ECA434	arsenic	ECA434_arsenic_8_B_4	mean.TOF	21.3160151291024
ECA581	arsenic	ECA581_arsenic_8_B_5	mean.TOF	23.1403054759949
ECA582	arsenic	ECA582_arsenic_8_B_6	mean.TOF	13.2345969522442
ECA589	arsenic	ECA589_arsenic_8_B_7	mean.TOF	-24.1279942078164
ECA590	arsenic	ECA590_arsenic_8_B_8	mean.TOF	4.08999801918938
ECA591	arsenic	ECA591_arsenic_8_B_9	mean.TOF	2.08970949921247
N2	arsenic	N2_arsenic_8_C_1	mean.TOF	-41.2432397124178
CB4856	arsenic	CB4856_arsenic_8_C_2	mean.TOF	33.2748770400137
ECA414	arsenic	ECA414_arsenic_8_C_3	mean.TOF	25.5114706254897
ECA434	arsenic	ECA434_arsenic_8_C_4	mean.TOF	13.7842186267176
ECA581	arsenic	ECA581_arsenic_8_C_5	mean.TOF	30.6588952195846
ECA582	arsenic	ECA582_arsenic_8_C_6	mean.TOF	14.8517144984435
ECA589	arsenic	ECA589_arsenic_8_C_7	mean.TOF	-21.7496412666399
ECA590	arsenic	ECA590_arsenic_8_C_8	mean.TOF	-7.04312456598799
ECA591	arsenic	ECA591_arsenic_8_C_9	mean.TOF	-2.0785951690922
N2	arsenic	N2_arsenic_8_D_1	mean.TOF	-36.3543508235289
CB4856	arsenic	CB4856_arsenic_8_D_2	mean.TOF	29.3571612947118
ECA414	arsenic	ECA414_arsenic_8_D_3	mean.TOF	20.3866196383702
ECA434	arsenic	ECA434_arsenic_8_D_4	mean.TOF	40.7066451516032
ECA581	arsenic	ECA581_arsenic_8_D_5	mean.TOF	26.6342733978917
ECA582	arsenic	ECA582_arsenic_8_D_6	mean.TOF	8.26637273102151
ECA589	arsenic	ECA589_arsenic_8_D_7	mean.TOF	-23.300586321585
ECA590	arsenic	ECA590_arsenic_8_D_8	mean.TOF	-27.7914122372209
ECA591	arsenic	ECA591_arsenic_8_D_9	mean.TOF	-4.29760343355501
N2	arsenic	N2_arsenic_8_E_1	mean.TOF	-40.1367342432181
CB4856	arsenic	CB4856_arsenic_8_E_2	mean.TOF	28.6110306889427
ECA414	arsenic	ECA414_arsenic_8_E_3	mean.TOF	16.4046246877568
ECA434	arsenic	ECA434_arsenic_8_E_4	mean.TOF	13.8868212293202
ECA581	arsenic	ECA581_arsenic_8_E_5	mean.TOF	15.1920638857808
ECA582	arsenic	ECA582_arsenic_8_E_6	mean.TOF	9.76941558189043
ECA590	arsenic	ECA590_arsenic_8_E_8	mean.TOF	-33.1792327500414
ECA591	arsenic	ECA591_arsenic_8_E_9	mean.TOF	-12.2265642213166
N2	arsenic	N2_arsenic_8_F_1	mean.TOF	-30.549319376988
CB4856	arsenic	CB4856_arsenic_8_F_2	mean.TOF	22.7679841707355
ECA414	arsenic	ECA414_arsenic_8_F_3	mean.TOF	14.8252655422294
ECA434	arsenic	ECA434_arsenic_8_F_4	mean.TOF	17.452783886192
ECA581	arsenic	ECA581_arsenic_8_F_5	mean.TOF	6.69786618239666
ECA582	arsenic	ECA582_arsenic_8_F_6	mean.TOF	20.4638149325398
ECA589	arsenic	ECA589_arsenic_8_F_7	mean.TOF	-9.11289790380806
ECA590	arsenic	ECA590_arsenic_8_F_8	mean.TOF	-17.1974199891588
ECA591	arsenic	ECA591_arsenic_8_F_9	mean.TOF	-16.2539198444169
N2	arsenic	N2_arsenic_8_G_1	mean.TOF	-38.0526748458753
CB4856	arsenic	CB4856_arsenic_8_G_2	mean.TOF	28.1081615633351
ECA414	arsenic	ECA414_arsenic_8_G_3	mean.TOF	7.81692577388964
ECA434	arsenic	ECA434_arsenic_8_G_4	mean.TOF	12.2250165675156
ECA581	arsenic	ECA581_arsenic_8_G_5	mean.TOF	20.4511310211662
ECA582	arsenic	ECA582_arsenic_8_G_6	mean.TOF	6.61357142604629
ECA589	arsenic	ECA589_arsenic_8_G_7	mean.TOF	-35.7356412666399
ECA590	arsenic	ECA590_arsenic_8_G_8	mean.TOF	-10.6433353141439
ECA591	arsenic	ECA591_arsenic_8_G_9	mean.TOF	-20.8529173381512
N2	arsenic	N2_arsenic_10_A_1	mean.TOF	-32.1778802352936
CB4856	arsenic	CB4856_arsenic_10_A_2	mean.TOF	1.24926857440527
ECA414	arsenic	ECA414_arsenic_10_A_3	mean.TOF	0.319048497471584
ECA434	arsenic	ECA434_arsenic_10_A_4	mean.TOF	16.2133319505678
ECA581	arsenic	ECA581_arsenic_10_A_5	mean.TOF	6.91530547599489
ECA582	arsenic	ECA582_arsenic_10_A_6	mean.TOF	-16.4930303055554
ECA589	arsenic	ECA589_arsenic_10_A_7	mean.TOF	-49.2297682507669
ECA590	arsenic	ECA590_arsenic_10_A_8	mean.TOF	-26.6584757292844
ECA591	arsenic	ECA591_arsenic_10_A_9	mean.TOF	-19.9763224418195
N2	arsenic	N2_arsenic_10_B_1	mean.TOF	-34.8142438716573
CB4856	arsenic	CB4856_arsenic_10_B_2	mean.TOF	15.7359927123363
ECA414	arsenic	ECA414_arsenic_10_B_3	mean.TOF	4.57923670867763
ECA434	arsenic	ECA434_arsenic_10_B_4	mean.TOF	23.0858953033943
ECA581	arsenic	ECA581_arsenic_10_B_5	mean.TOF	9.47993132633501
ECA582	arsenic	ECA582_arsenic_10_B_6	mean.TOF	-3.34156434727131
ECA589	arsenic	ECA589_arsenic_10_B_7	mean.TOF	-30.2833771156965
ECA590	arsenic	ECA590_arsenic_10_B_8	mean.TOF	10.8025800108412
ECA591	arsenic	ECA591_arsenic_10_B_9	mean.TOF	-21.4161944630022
N2	arsenic	N2_arsenic_10_C_1	mean.TOF	-38.1615257114213
CB4856	arsenic	CB4856_arsenic_10_C_2	mean.TOF	18.135448831916
ECA414	arsenic	ECA414_arsenic_10_C_3	mean.TOF	12.2635724205363
ECA434	arsenic	ECA434_arsenic_10_C_4	mean.TOF	7.74116595866494
ECA581	arsenic	ECA581_arsenic_10_C_5	mean.TOF	17.2803527094632
ECA582	arsenic	ECA582_arsenic_10_C_6	mean.TOF	3.46224449211064
ECA589	arsenic	ECA589_arsenic_10_C_7	mean.TOF	-27.5553757799143
ECA590	arsenic	ECA590_arsenic_10_C_8	mean.TOF	-38.7551219146402
ECA591	arsenic	ECA591_arsenic_10_C_9	mean.TOF	-32.8319621724592
N2	arsenic	N2_arsenic_10_D_1	mean.TOF	-41.5043508235289
CB4856	arsenic	CB4856_arsenic_10_D_2	mean.TOF	3.57958659560668
ECA414	arsenic	ECA414_arsenic_10_D_3	mean.TOF	5.10351951048335
ECA434	arsenic	ECA434_arsenic_10_D_4	mean.TOF	12.2340434515425
ECA581	arsenic	ECA581_arsenic_10_D_5	mean.TOF	3.8255618862513
ECA582	arsenic	ECA582_arsenic_10_D_6	mean.TOF	8.44258520702513
ECA589	arsenic	ECA589_arsenic_10_D_7	mean.TOF	-42.0302566512553
ECA590	arsenic	ECA590_arsenic_10_D_8	mean.TOF	-11.0212509468983
ECA591	arsenic	ECA591_arsenic_10_D_9	mean.TOF	-5.216776987274
N2	arsenic	N2_arsenic_10_E_1	mean.TOF	-26.1691656383437
CB4856	arsenic	CB4856_arsenic_10_E_2	mean.TOF	10.7935205429092
ECA414	arsenic	ECA414_arsenic_10_E_3	mean.TOF	14.3025587753121
ECA434	arsenic	ECA434_arsenic_10_E_4	mean.TOF	14.3119179678498
ECA581	arsenic	ECA581_arsenic_10_E_5	mean.TOF	2.72178256920184
ECA582	arsenic	ECA582_arsenic_10_E_6	mean.TOF	1.77570403028415
ECA589	arsenic	ECA589_arsenic_10_E_7	mean.TOF	-40.3351935054459
ECA590	arsenic	ECA590_arsenic_10_E_8	mean.TOF	-18.0300486008572
ECA591	arsenic	ECA591_arsenic_10_E_9	mean.TOF	-27.830739251425
N2	arsenic	N2_arsenic_10_F_1	mean.TOF	-44.6350525779149
CB4856	arsenic	CB4856_arsenic_10_F_2	mean.TOF	10.3785755050983
ECA414	arsenic	ECA414_arsenic_10_F_3	mean.TOF	12.8161411182663
ECA434	arsenic	ECA434_arsenic_10_F_4	mean.TOF	11.1815505740496
ECA581	arsenic	ECA581_arsenic_10_F_5	mean.TOF	5.09801492341022
ECA582	arsenic	ECA582_arsenic_10_F_6	mean.TOF	9.92760461507948
ECA589	arsenic	ECA589_arsenic_10_F_7	mean.TOF	-28.0834791044778
ECA590	arsenic	ECA590_arsenic_10_F_8	mean.TOF	-4.64141223722086
ECA591	arsenic	ECA591_arsenic_10_F_9	mean.TOF	-16.7491579396549
N2	arsenic	N2_arsenic_10_G_1	mean.TOF	-39.5335961065478
CB4856	arsenic	CB4856_arsenic_10_G_2	mean.TOF	16.2578667052464
ECA414	arsenic	ECA414_arsenic_10_G_3	mean.TOF	10.5153194505852
ECA434	arsenic	ECA434_arsenic_10_G_4	mean.TOF	20.8532060924442
ECA581	arsenic	ECA581_arsenic_10_G_5	mean.TOF	7.37845455472185
ECA582	arsenic	ECA582_arsenic_10_G_6	mean.TOF	-2.52801869115359
ECA589	arsenic	ECA589_arsenic_10_G_7	mean.TOF	-13.5286601345645
ECA590	arsenic	ECA590_arsenic_10_G_8	mean.TOF	-14.4067223147403
ECA591	arsenic	ECA591_arsenic_10_G_9	mean.TOF	-21.1432558605134
N2	arsenic	N2_arsenic_12_A_1	mean.TOF	-32.6830221522003
CB4856	arsenic	CB4856_arsenic_12_A_2	mean.TOF	25.8899703287912
ECA414	arsenic	ECA414_arsenic_12_A_3	mean.TOF	15.6220667844654
ECA434	arsenic	ECA434_arsenic_12_A_4	mean.TOF	31.4923229966477
ECA581	arsenic	ECA581_arsenic_12_A_5	mean.TOF	6.04641658710599
ECA582	arsenic	ECA582_arsenic_12_A_6	mean.TOF	14.4204312329061
ECA589	arsenic	ECA589_arsenic_12_A_7	mean.TOF	-19.6286199900442
ECA590	arsenic	ECA590_arsenic_12_A_8	mean.TOF	-29.7627425124502
ECA591	arsenic	ECA591_arsenic_12_A_9	mean.TOF	-14.8875177280147
N2	arsenic	N2_arsenic_12_B_1	mean.TOF	-24.8463294331546
CB4856	arsenic	CB4856_arsenic_12_B_2	mean.TOF	28.194889489438
ECA414	arsenic	ECA414_arsenic_12_B_3	mean.TOF	13.262695804275
ECA434	arsenic	ECA434_arsenic_12_B_4	mean.TOF	32.4794138219128
ECA581	arsenic	ECA581_arsenic_12_B_5	mean.TOF	11.0461155689564
ECA582	arsenic	ECA582_arsenic_12_B_6	mean.TOF	20.3595786103513
ECA589	arsenic	ECA589_arsenic_12_B_7	mean.TOF	-18.6599269809256
ECA590	arsenic	ECA590_arsenic_12_B_8	mean.TOF	-5.87945571548173
ECA591	arsenic	ECA591_arsenic_12_B_9	mean.TOF	-9.61036922028372
N2	arsenic	N2_arsenic_12_C_1	mean.TOF	-35.6710174901956
CB4856	arsenic	CB4856_arsenic_12_C_2	mean.TOF	16.8799756451123
ECA414	arsenic	ECA414_arsenic_12_C_3	mean.TOF	10.5560862109224
ECA434	arsenic	ECA434_arsenic_12_C_4	mean.TOF	26.2189402335704
ECA581	arsenic	ECA581_arsenic_12_C_5	mean.TOF	22.7541032902025
ECA582	arsenic	ECA582_arsenic_12_C_6	mean.TOF	20.3108116857865
ECA589	arsenic	ECA589_arsenic_12_C_7	mean.TOF	-7.75189126663991
ECA590	arsenic	ECA590_arsenic_12_C_8	mean.TOF	-2.03942811023674
ECA591	arsenic	ECA591_arsenic_12_C_9	mean.TOF	-2.30434001248411
N2	arsenic	N2_arsenic_12_D_1	mean.TOF	-40.4069824024763
