plate	condition	control	strain	row	col	trait	value
3	albendazole625	DMSO	DL238	C	3	q25.norm.green	0.0883720930232558
3	albendazole125	DMSO	DL238	C	4	q25.norm.green	0.0788690476190476
3	albendazole25	DMSO	DL238	C	5	q25.norm.green	0.0629260676430488
3	DMSO	NA	N2	C	7	q25.norm.green	0.0670123760391329
3	albendazole3125	DMSO	N2	C	8	q25.norm.green	0.0703517587939698
3	albendazole625	DMSO	N2	C	9	q25.norm.green	0.0802139037433155
3	DMSO	NA	Ju775	D	1	q25.norm.green	0.0737140787249457
3	albendazole125	DMSO	CB4856	D	10	q25.norm.green	0.0712821274699153
3	albendazole25	DMSO	CB4856	D	11	q25.norm.green	0.0573248407643312
3	albendazole3125	DMSO	Ju775	D	2	q25.norm.green	0.103284059737885
3	albendazole625	DMSO	Ju775	D	3	q25.norm.green	0.107488925802879
3	albendazole125	DMSO	Ju775	D	4	q25.norm.green	0.0844683282374378
3	albendazole25	DMSO	Ju775	D	5	q25.norm.green	0.112936703280555
3	DMSO	NA	CB4856	D	7	q25.norm.green	0.0676079465920103
3	albendazole3125	DMSO	CB4856	D	8	q25.norm.green	0.075
3	albendazole625	DMSO	CB4856	D	9	q25.norm.green	0.0882352941176471
3	DMSO	NA	Ju775	E	1	q25.norm.green	0.0675465838509317
3	albendazole125	DMSO	DL238	E	10	q25.norm.green	0.0845420783406909
3	albendazole25	DMSO	DL238	E	11	q25.norm.green	0.0635972975457303
3	albendazole3125	DMSO	Ju775	E	2	q25.norm.green	0.12495517035266
3	albendazole625	DMSO	Ju775	E	3	q25.norm.green	0.107460232826802
3	albendazole25	DMSO	Ju775	E	5	q25.norm.green	0.104208875690378
3	albendazole3125	DMSO	DL238	E	8	q25.norm.green	0.0921826357661709
3	albendazole625	DMSO	DL238	E	9	q25.norm.green	0.0806503447469908
3	DMSO	NA	CB4856	F	1	q25.norm.green	0.0636847195357834
3	albendazole125	DMSO	N2	F	10	q25.norm.green	0.0584415584415584
3	albendazole25	DMSO	N2	F	11	q25.norm.green	0.0573108111899885
3	albendazole3125	DMSO	CB4856	F	2	q25.norm.green	0.084963701242771
3	albendazole625	DMSO	CB4856	F	3	q25.norm.green	0.0859375
3	albendazole125	DMSO	CB4856	F	4	q25.norm.green	0.063709878856001
3	albendazole25	DMSO	CB4856	F	5	q25.norm.green	0.0591147350029121
3	DMSO	NA	N2	F	7	q25.norm.green	0.0563380281690141
3	albendazole3125	DMSO	N2	F	8	q25.norm.green	0.0724351623147495
3	albendazole625	DMSO	N2	F	9	q25.norm.green	0.0695260400127024
3	DMSO	NA	CB4856	G	1	q25.norm.green	0.0645562510030493
3	albendazole125	DMSO	Ju775	G	10	q25.norm.green	0.102503896316955
3	albendazole25	DMSO	Ju775	G	11	q25.norm.green	0.0864197530864197
3	albendazole3125	DMSO	CB4856	G	2	q25.norm.green	0.0705476588628763
3	albendazole125	DMSO	CB4856	G	4	q25.norm.green	0.072172619047619
3	albendazole25	DMSO	CB4856	G	5	q25.norm.green	0.0650762281197064
3	albendazole625	DMSO	Ju775	G	9	q25.norm.green	0.115797199638663
3	DMSO	NA	N2	H	1	q25.norm.green	0.0522493162799076
3	albendazole625	DMSO	N2	H	3	q25.norm.green	0.0727272727272727
3	albendazole25	DMSO	N2	H	5	q25.norm.green	0.0452020202020202
3	DMSO	NA	DL238	H	7	q25.norm.green	0.0591038812785388
3	DMSO	NA	N2	A	1	median.norm.green	0.102689486552567
3	albendazole125	DMSO	CB4856	A	10	median.norm.green	0.0955439292801732
3	albendazole25	DMSO	CB4856	A	11	median.norm.green	0.0938157587093757
3	albendazole3125	DMSO	N2	A	2	median.norm.green	0.110169491525424
3	albendazole625	DMSO	N2	A	3	median.norm.green	0.117117117117117
3	albendazole125	DMSO	N2	A	4	median.norm.green	0.0894688568331527
3	albendazole25	DMSO	N2	A	5	median.norm.green	0.0736842105263158
3	DMSO	NA	CB4856	A	7	median.norm.green	0.119311513557264
3	albendazole3125	DMSO	CB4856	A	8	median.norm.green	0.126781252110488
3	albendazole625	DMSO	CB4856	A	9	median.norm.green	0.116646587768408
3	DMSO	NA	DL238	B	1	median.norm.green	0.0858585858585859
3	albendazole125	DMSO	Ju775	B	10	median.norm.green	0.136363636363636
3	albendazole25	DMSO	Ju775	B	11	median.norm.green	0.120428089816169
3	albendazole3125	DMSO	DL238	B	2	median.norm.green	0.110129876692945
3	albendazole625	DMSO	DL238	B	3	median.norm.green	0.134640738299275
3	albendazole125	DMSO	DL238	B	4	median.norm.green	0.115454040544293
3	albendazole25	DMSO	DL238	B	5	median.norm.green	0.0983011241631931
3	DMSO	NA	Ju775	B	7	median.norm.green	0.144145263739299
3	albendazole625	DMSO	Ju775	B	9	median.norm.green	0.164136485216511
3	DMSO	NA	DL238	C	1	median.norm.green	0.0759878419452888
3	albendazole125	DMSO	N2	C	10	median.norm.green	0.0955822640896541
3	albendazole25	DMSO	N2	C	11	median.norm.green	0.0745614035087719
3	albendazole3125	DMSO	DL238	C	2	median.norm.green	0.109006314390163
3	albendazole625	DMSO	DL238	C	3	median.norm.green	0.133511586452763
3	albendazole125	DMSO	DL238	C	4	median.norm.green	0.120349381116868
3	albendazole25	DMSO	DL238	C	5	median.norm.green	0.0922105526381595
3	DMSO	NA	N2	C	7	median.norm.green	0.118236472945892
3	albendazole3125	DMSO	N2	C	8	median.norm.green	0.105263157894737
3	albendazole625	DMSO	N2	C	9	median.norm.green	0.114864864864865
3	DMSO	NA	Ju775	D	1	median.norm.green	0.111111111111111
3	albendazole125	DMSO	CB4856	D	10	median.norm.green	0.110497237569061
3	albendazole25	DMSO	CB4856	D	11	median.norm.green	0.086734693877551
3	albendazole3125	DMSO	Ju775	D	2	median.norm.green	0.154589371980676
3	albendazole625	DMSO	Ju775	D	3	median.norm.green	0.15452876376989
3	albendazole125	DMSO	Ju775	D	4	median.norm.green	0.132478632478632
3	albendazole25	DMSO	Ju775	D	5	median.norm.green	0.158776844070962
3	DMSO	NA	CB4856	D	7	median.norm.green	0.118226919758412
3	albendazole3125	DMSO	CB4856	D	8	median.norm.green	0.120879120879121
3	albendazole625	DMSO	CB4856	D	9	median.norm.green	0.126315789473684
3	DMSO	NA	Ju775	E	1	median.norm.green	0.0967741935483871
3	albendazole125	DMSO	DL238	E	10	median.norm.green	0.121951219512195
3	albendazole25	DMSO	DL238	E	11	median.norm.green	0.0857142857142857
3	albendazole3125	DMSO	Ju775	E	2	median.norm.green	0.175213675213675
3	albendazole625	DMSO	Ju775	E	3	median.norm.green	0.166613488034808
3	albendazole25	DMSO	Ju775	E	5	median.norm.green	0.156172656172656
3	albendazole3125	DMSO	DL238	E	8	median.norm.green	0.138071895424837
3	albendazole625	DMSO	DL238	E	9	median.norm.green	0.132028247072495
3	DMSO	NA	CB4856	F	1	median.norm.green	0.102675407512403
3	albendazole125	DMSO	N2	F	10	median.norm.green	0.0833333333333333
3	albendazole25	DMSO	N2	F	11	median.norm.green	0.0766705069124424
3	albendazole3125	DMSO	CB4856	F	2	median.norm.green	0.131498470948012
3	albendazole625	DMSO	CB4856	F	3	median.norm.green	0.134146341463415
3	albendazole125	DMSO	CB4856	F	4	median.norm.green	0.0930232558139535
3	albendazole25	DMSO	CB4856	F	5	median.norm.green	0.0857142857142857
3	DMSO	NA	N2	F	7	median.norm.green	0.0866666666666667
3	albendazole3125	DMSO	N2	F	8	median.norm.green	0.104110370503813
3	albendazole625	DMSO	N2	F	9	median.norm.green	0.120003000075002
3	DMSO	NA	CB4856	G	1	median.norm.green	0.127397658647659
3	albendazole125	DMSO	Ju775	G	10	median.norm.green	0.153198897432178
3	albendazole25	DMSO	Ju775	G	11	median.norm.green	0.136363636363636
3	albendazole3125	DMSO	CB4856	G	2	median.norm.green	0.118845843422115
3	albendazole125	DMSO	CB4856	G	4	median.norm.green	0.102150537634409
3	albendazole25	DMSO	CB4856	G	5	median.norm.green	0.117647058823529
3	albendazole625	DMSO	Ju775	G	9	median.norm.green	0.163398692810458
3	DMSO	NA	N2	H	1	median.norm.green	0.0839201877934272
3	albendazole625	DMSO	N2	H	3	median.norm.green	0.102150537634409
3	albendazole25	DMSO	N2	H	5	median.norm.green	0.0849099099099099
3	DMSO	NA	DL238	H	7	median.norm.green	0.0887164049182112
3	DMSO	NA	N2	A	1	q75.norm.green	0.154545454545455
3	albendazole125	DMSO	CB4856	A	10	q75.norm.green	0.137532017136251
3	albendazole25	DMSO	CB4856	A	11	q75.norm.green	0.133799015089669
3	albendazole3125	DMSO	N2	A	2	q75.norm.green	0.160194174757282
3	albendazole625	DMSO	N2	A	3	q75.norm.green	0.151706942846183
3	albendazole125	DMSO	N2	A	4	q75.norm.green	0.140019455252918
3	albendazole25	DMSO	N2	A	5	q75.norm.green	0.104809678736222
3	DMSO	NA	CB4856	A	7	q75.norm.green	0.182822469427794
3	albendazole3125	DMSO	CB4856	A	8	q75.norm.green	0.189189189189189
3	albendazole625	DMSO	CB4856	A	9	q75.norm.green	0.178605769230769
3	DMSO	NA	DL238	B	1	q75.norm.green	0.163894923958128
3	albendazole125	DMSO	Ju775	B	10	q75.norm.green	0.216616034869898
3	albendazole25	DMSO	Ju775	B	11	q75.norm.green	0.172651500908692
3	albendazole3125	DMSO	DL238	B	2	q75.norm.green	0.182789855072464
3	albendazole625	DMSO	DL238	B	3	q75.norm.green	0.200996318762389
3	albendazole125	DMSO	DL238	B	4	q75.norm.green	0.169937253937008
3	albendazole25	DMSO	DL238	B	5	q75.norm.green	0.150639074863055
3	DMSO	NA	Ju775	B	7	q75.norm.green	0.197238219895288
3	albendazole625	DMSO	Ju775	B	9	q75.norm.green	0.231826034952489
3	DMSO	NA	DL238	C	1	q75.norm.green	0.152741774675972
3	albendazole125	DMSO	N2	C	10	q75.norm.green	0.140350877192982
3	albendazole25	DMSO	N2	C	11	q75.norm.green	0.120717737605155
3	albendazole3125	DMSO	DL238	C	2	q75.norm.green	0.182604574001659
3	albendazole625	DMSO	DL238	C	3	q75.norm.green	0.233252427184466
3	albendazole125	DMSO	DL238	C	4	q75.norm.green	0.189241379310345
3	albendazole25	DMSO	DL238	C	5	q75.norm.green	0.129589834625806
3	DMSO	NA	N2	C	7	q75.norm.green	0.209582604895105
3	albendazole3125	DMSO	N2	C	8	q75.norm.green	0.15625
3	albendazole625	DMSO	N2	C	9	q75.norm.green	0.167381974248927
3	DMSO	NA	Ju775	D	1	q75.norm.green	0.203813559322034
3	albendazole125	DMSO	CB4856	D	10	q75.norm.green	0.169318230712964
3	albendazole25	DMSO	CB4856	D	11	q75.norm.green	0.138095238095238
3	albendazole3125	DMSO	Ju775	D	2	q75.norm.green	0.221280602636535
3	albendazole625	DMSO	Ju775	D	3	q75.norm.green	0.224950529743991
3	albendazole125	DMSO	Ju775	D	4	q75.norm.green	0.201402597402597
3	albendazole25	DMSO	Ju775	D	5	q75.norm.green	0.226710058915266
3	DMSO	NA	CB4856	D	7	q75.norm.green	0.19296019235907
3	albendazole3125	DMSO	CB4856	D	8	q75.norm.green	0.181034482758621
3	albendazole625	DMSO	CB4856	D	9	q75.norm.green	0.18359375
3	DMSO	NA	Ju775	E	1	q75.norm.green	0.179215198969967
3	albendazole125	DMSO	DL238	E	10	q75.norm.green	0.196027509257923
3	albendazole25	DMSO	DL238	E	11	q75.norm.green	0.137631752305665
3	albendazole3125	DMSO	Ju775	E	2	q75.norm.green	0.227480465870559
3	albendazole625	DMSO	Ju775	E	3	q75.norm.green	0.233483033932136
3	albendazole25	DMSO	Ju775	E	5	q75.norm.green	0.236322944297082
3	albendazole3125	DMSO	DL238	E	8	q75.norm.green	0.22761284008057
3	albendazole625	DMSO	DL238	E	9	q75.norm.green	0.198151629072682
3	DMSO	NA	CB4856	F	1	q75.norm.green	0.173893563970703
3	albendazole125	DMSO	N2	F	10	q75.norm.green	0.125
3	albendazole25	DMSO	N2	F	11	q75.norm.green	0.107563939778705
3	albendazole3125	DMSO	CB4856	F	2	q75.norm.green	0.184770323141574
3	albendazole625	DMSO	CB4856	F	3	q75.norm.green	0.183139534883721
3	albendazole125	DMSO	CB4856	F	4	q75.norm.green	0.133050847457627
3	albendazole25	DMSO	CB4856	F	5	q75.norm.green	0.131481827524993
3	DMSO	NA	N2	F	7	q75.norm.green	0.147058823529412
3	albendazole3125	DMSO	N2	F	8	q75.norm.green	0.154744807777287
3	albendazole625	DMSO	N2	F	9	q75.norm.green	0.185953000773939
3	DMSO	NA	CB4856	G	1	q75.norm.green	0.225622718599635
3	albendazole125	DMSO	Ju775	G	10	q75.norm.green	0.213182412553122
3	albendazole25	DMSO	Ju775	G	11	q75.norm.green	0.197952218430034
3	albendazole3125	DMSO	CB4856	G	2	q75.norm.green	0.187879767291532
3	albendazole125	DMSO	CB4856	G	4	q75.norm.green	0.153651685393258
3	albendazole25	DMSO	CB4856	G	5	q75.norm.green	0.186908741342772
3	albendazole625	DMSO	Ju775	G	9	q75.norm.green	0.21736230636833
3	DMSO	NA	N2	H	1	q75.norm.green	0.135117375147285
3	albendazole625	DMSO	N2	H	3	q75.norm.green	0.167785234899329
3	albendazole25	DMSO	N2	H	5	q75.norm.green	0.130720823798627
3	DMSO	NA	DL238	H	7	q75.norm.green	0.157912404092072
3	DMSO	NA	N2	A	1	q90.norm.green	0.226388066131725
3	albendazole125	DMSO	CB4856	A	10	q90.norm.green	0.173187032622206
3	albendazole25	DMSO	CB4856	A	11	q90.norm.green	0.189325792261424
3	albendazole3125	DMSO	N2	A	2	q90.norm.green	0.20987012987013
3	albendazole625	DMSO	N2	A	3	q90.norm.green	0.191553110452814
3	albendazole125	DMSO	N2	A	4	q90.norm.green	0.208545197740113
3	albendazole25	DMSO	N2	A	5	q90.norm.green	0.185071114294485
3	DMSO	NA	CB4856	A	7	q90.norm.green	0.253118137900747
3	albendazole3125	DMSO	CB4856	A	8	q90.norm.green	0.286905451596084
3	albendazole625	DMSO	CB4856	A	9	q90.norm.green	0.22683399822695
3	DMSO	NA	DL238	B	1	q90.norm.green	0.238349673202614
3	albendazole125	DMSO	Ju775	B	10	q90.norm.green	0.281722189752581
3	albendazole25	DMSO	Ju775	B	11	q90.norm.green	0.268495508353623
3	albendazole3125	DMSO	DL238	B	2	q90.norm.green	0.260430175256586
3	albendazole625	DMSO	DL238	B	3	q90.norm.green	0.285687190764156
3	albendazole125	DMSO	DL238	B	4	q90.norm.green	0.237443269249498
3	albendazole25	DMSO	DL238	B	5	q90.norm.green	0.20253164556962
3	DMSO	NA	Ju775	B	7	q90.norm.green	0.271387150717445
3	albendazole625	DMSO	Ju775	B	9	q90.norm.green	0.305022756192573
3	DMSO	NA	DL238	C	1	q90.norm.green	0.26230333755809
3	albendazole125	DMSO	N2	C	10	q90.norm.green	0.203283527024534
3	albendazole25	DMSO	N2	C	11	q90.norm.green	0.177083333333333
3	albendazole3125	DMSO	DL238	C	2	q90.norm.green	0.300123587570621
3	albendazole625	DMSO	DL238	C	3	q90.norm.green	0.319793630840142
3	albendazole125	DMSO	DL238	C	4	q90.norm.green	0.261044313369631
3	albendazole25	DMSO	DL238	C	5	q90.norm.green	0.184568961404513
3	DMSO	NA	N2	C	7	q90.norm.green	0.30155715165196
3	albendazole3125	DMSO	N2	C	8	q90.norm.green	0.215384615384615
3	albendazole625	DMSO	N2	C	9	q90.norm.green	0.211824526420738
3	DMSO	NA	Ju775	D	1	q90.norm.green	0.252951373049904
3	albendazole125	DMSO	CB4856	D	10	q90.norm.green	0.236222680412371
3	albendazole25	DMSO	CB4856	D	11	q90.norm.green	0.17146557306281
3	albendazole3125	DMSO	Ju775	D	2	q90.norm.green	0.318553381223681
3	albendazole625	DMSO	Ju775	D	3	q90.norm.green	0.297302757302757
3	albendazole125	DMSO	Ju775	D	4	q90.norm.green	0.261689785624212
3	albendazole25	DMSO	Ju775	D	5	q90.norm.green	0.295877810583693
3	DMSO	NA	CB4856	D	7	q90.norm.green	0.266272824919441
3	albendazole3125	DMSO	CB4856	D	8	q90.norm.green	0.257950467997323
3	albendazole625	DMSO	CB4856	D	9	q90.norm.green	0.25764192139738
3	DMSO	NA	Ju775	E	1	q90.norm.green	0.264239960581424
3	albendazole125	DMSO	DL238	E	10	q90.norm.green	0.269784985770116
3	albendazole25	DMSO	DL238	E	11	q90.norm.green	0.202178742310321
3	albendazole3125	DMSO	Ju775	E	2	q90.norm.green	0.279829981339415
3	albendazole625	DMSO	Ju775	E	3	q90.norm.green	0.278272048464356
3	albendazole25	DMSO	Ju775	E	5	q90.norm.green	0.311370558375635
3	albendazole3125	DMSO	DL238	E	8	q90.norm.green	0.307688908528502
3	albendazole625	DMSO	DL238	E	9	q90.norm.green	0.252137217863024
3	DMSO	NA	CB4856	F	1	q90.norm.green	0.227847031130856
3	albendazole125	DMSO	N2	F	10	q90.norm.green	0.163963963963964
3	albendazole25	DMSO	N2	F	11	q90.norm.green	0.177079271162509
3	albendazole3125	DMSO	CB4856	F	2	q90.norm.green	0.273662337662338
3	albendazole625	DMSO	CB4856	F	3	q90.norm.green	0.255900621118012
3	albendazole125	DMSO	CB4856	F	4	q90.norm.green	0.192905135178372
3	albendazole25	DMSO	CB4856	F	5	q90.norm.green	0.190470162748644
3	DMSO	NA	N2	F	7	q90.norm.green	0.319901755929469
3	albendazole3125	DMSO	N2	F	8	q90.norm.green	0.217005721551176
3	albendazole625	DMSO	N2	F	9	q90.norm.green	0.24680758571972
3	DMSO	NA	CB4856	G	1	q90.norm.green	0.319446589446589
3	albendazole125	DMSO	Ju775	G	10	q90.norm.green	0.276511351295444
3	albendazole25	DMSO	Ju775	G	11	q90.norm.green	0.279220779220779
3	albendazole3125	DMSO	CB4856	G	2	q90.norm.green	0.269345266469635
3	albendazole125	DMSO	CB4856	G	4	q90.norm.green	0.211854353901522
3	albendazole25	DMSO	CB4856	G	5	q90.norm.green	0.407627666451196
3	albendazole625	DMSO	Ju775	G	9	q90.norm.green	0.281664863665363
3	DMSO	NA	N2	H	1	q90.norm.green	0.233492066015836
3	albendazole625	DMSO	N2	H	3	q90.norm.green	0.218662790697674
3	albendazole25	DMSO	N2	H	5	q90.norm.green	0.234287445100712
3	DMSO	NA	DL238	H	7	q90.norm.green	0.252163133309378
3	DMSO	NA	N2	A	1	mean.norm.yellow	0.101380340944636
3	albendazole125	DMSO	CB4856	A	10	mean.norm.yellow	0.0956407297034144
3	albendazole25	DMSO	CB4856	A	11	mean.norm.yellow	0.103481874564007
3	albendazole3125	DMSO	N2	A	2	mean.norm.yellow	0.107704756664553
3	albendazole625	DMSO	N2	A	3	mean.norm.yellow	0.104120905968421
3	albendazole125	DMSO	N2	A	4	mean.norm.yellow	0.0985649282864979
3	albendazole25	DMSO	N2	A	5	mean.norm.yellow	0.0887787850333663
3	DMSO	NA	CB4856	A	7	mean.norm.yellow	0.118084041960574
3	albendazole3125	DMSO	CB4856	A	8	mean.norm.yellow	0.124314175805863
3	albendazole625	DMSO	CB4856	A	9	mean.norm.yellow	0.119395855262129
3	DMSO	NA	DL238	B	1	mean.norm.yellow	0.113007938033807
3	albendazole125	DMSO	Ju775	B	10	mean.norm.yellow	0.141558725389764
3	albendazole25	DMSO	Ju775	B	11	mean.norm.yellow	0.118592114242529
3	albendazole3125	DMSO	DL238	B	2	mean.norm.yellow	0.118027440174215
3	albendazole625	DMSO	DL238	B	3	mean.norm.yellow	0.144531099391199
3	albendazole125	DMSO	DL238	B	4	mean.norm.yellow	0.124820644804528
3	albendazole25	DMSO	DL238	B	5	mean.norm.yellow	0.103215432246927
3	DMSO	NA	Ju775	B	7	mean.norm.yellow	0.138779723385701
3	albendazole625	DMSO	Ju775	B	9	mean.norm.yellow	0.143277529224332
3	DMSO	NA	DL238	C	1	mean.norm.yellow	0.108550630652365
3	albendazole125	DMSO	N2	C	10	mean.norm.yellow	0.0952859039695784
3	albendazole25	DMSO	N2	C	11	mean.norm.yellow	0.0774156376762956
3	albendazole3125	DMSO	DL238	C	2	mean.norm.yellow	0.125789020821703
3	albendazole625	DMSO	DL238	C	3	mean.norm.yellow	0.138133195236448
3	albendazole125	DMSO	DL238	C	4	mean.norm.yellow	0.140343771442453
3	albendazole25	DMSO	DL238	C	5	mean.norm.yellow	0.100701161760588
3	DMSO	NA	N2	C	7	mean.norm.yellow	0.124051474416439
3	albendazole3125	DMSO	N2	C	8	mean.norm.yellow	0.106033282385738
3	albendazole625	DMSO	N2	C	9	mean.norm.yellow	0.116256801716924
3	DMSO	NA	Ju775	D	1	mean.norm.yellow	0.108825290098914
3	albendazole125	DMSO	CB4856	D	10	mean.norm.yellow	0.106148423467135
3	albendazole25	DMSO	CB4856	D	11	mean.norm.yellow	0.0936506462509951
3	albendazole3125	DMSO	Ju775	D	2	mean.norm.yellow	0.144980596265965
3	albendazole625	DMSO	Ju775	D	3	mean.norm.yellow	0.131471722012178
3	albendazole125	DMSO	Ju775	D	4	mean.norm.yellow	0.133601966905045
3	albendazole25	DMSO	Ju775	D	5	mean.norm.yellow	0.143449650820944
3	DMSO	NA	CB4856	D	7	mean.norm.yellow	0.118940882973389
3	albendazole3125	DMSO	CB4856	D	8	mean.norm.yellow	0.119443902479288
3	albendazole625	DMSO	CB4856	D	9	mean.norm.yellow	0.12462442497335
3	DMSO	NA	Ju775	E	1	mean.norm.yellow	0.11226740337815
3	albendazole125	DMSO	DL238	E	10	mean.norm.yellow	0.127765583108226
3	albendazole25	DMSO	DL238	E	11	mean.norm.yellow	0.107564232577217
3	albendazole3125	DMSO	Ju775	E	2	mean.norm.yellow	0.146235120281199
3	albendazole625	DMSO	Ju775	E	3	mean.norm.yellow	0.156738300170847
3	albendazole25	DMSO	Ju775	E	5	mean.norm.yellow	0.128268573364871
3	albendazole3125	DMSO	DL238	E	8	mean.norm.yellow	0.151889471325655
3	albendazole625	DMSO	DL238	E	9	mean.norm.yellow	0.137975313480998
3	DMSO	NA	CB4856	F	1	mean.norm.yellow	0.107299784604506
3	albendazole125	DMSO	N2	F	10	mean.norm.yellow	0.0859316631662411
3	albendazole25	DMSO	N2	F	11	mean.norm.yellow	0.0879574049149785
3	albendazole3125	DMSO	CB4856	F	2	mean.norm.yellow	0.125331655176404
3	albendazole625	DMSO	CB4856	F	3	mean.norm.yellow	0.130749323001095
3	albendazole125	DMSO	CB4856	F	4	mean.norm.yellow	0.0946478241870993
3	albendazole25	DMSO	CB4856	F	5	mean.norm.yellow	0.105014860440369
3	DMSO	NA	N2	F	7	mean.norm.yellow	0.0979761364886747
3	albendazole3125	DMSO	N2	F	8	mean.norm.yellow	0.101271966917613
3	albendazole625	DMSO	N2	F	9	mean.norm.yellow	0.111448897717248
3	DMSO	NA	CB4856	G	1	mean.norm.yellow	0.134617952446903
3	albendazole125	DMSO	Ju775	G	10	mean.norm.yellow	0.145613873940618
3	albendazole25	DMSO	Ju775	G	11	mean.norm.yellow	0.130165406278015
3	albendazole3125	DMSO	CB4856	G	2	mean.norm.yellow	0.116627048555423
3	albendazole125	DMSO	CB4856	G	4	mean.norm.yellow	0.106992921169895
3	albendazole25	DMSO	CB4856	G	5	mean.norm.yellow	0.112279708279954
3	albendazole625	DMSO	Ju775	G	9	mean.norm.yellow	0.152954586310745
3	DMSO	NA	N2	H	1	mean.norm.yellow	0.0959225074615683
3	albendazole625	DMSO	N2	H	3	mean.norm.yellow	0.10532678901525
3	albendazole25	DMSO	N2	H	5	mean.norm.yellow	0.0990336026478058
3	DMSO	NA	DL238	H	7	mean.norm.yellow	0.102974101515537
3	DMSO	NA	N2	A	1	q10.norm.yellow	0.030581166476743
3	albendazole125	DMSO	CB4856	A	10	q10.norm.yellow	0.0356237322515213
3	albendazole25	DMSO	CB4856	A	11	q10.norm.yellow	0.0402105263157895
3	albendazole3125	DMSO	N2	A	2	q10.norm.yellow	0.0422966507177034
3	albendazole625	DMSO	N2	A	3	q10.norm.yellow	0.0506239906034356
3	albendazole125	DMSO	N2	A	4	q10.norm.yellow	0.0337123991195891
3	albendazole25	DMSO	N2	A	5	q10.norm.yellow	0.0340336134453782
3	DMSO	NA	CB4856	A	7	q10.norm.yellow	0.032020757020757
3	albendazole3125	DMSO	CB4856	A	8	q10.norm.yellow	0.0497406584100773
3	albendazole625	DMSO	CB4856	A	9	q10.norm.yellow	0.0494005787515502
3	DMSO	NA	DL238	B	1	q10.norm.yellow	0.0327663074059646
3	albendazole125	DMSO	Ju775	B	10	q10.norm.yellow	0.0573467112597547
3	albendazole25	DMSO	Ju775	B	11	q10.norm.yellow	0.0499689440993789
3	albendazole3125	DMSO	DL238	B	2	q10.norm.yellow	0.0431863395225464
3	albendazole625	DMSO	DL238	B	3	q10.norm.yellow	0.0499171270718232
3	albendazole125	DMSO	DL238	B	4	q10.norm.yellow	0.0520427489177489
3	albendazole25	DMSO	DL238	B	5	q10.norm.yellow	0.0432445067788686
3	DMSO	NA	Ju775	B	7	q10.norm.yellow	0.0432071218255429
3	albendazole625	DMSO	Ju775	B	9	q10.norm.yellow	0.0505689809487278
3	DMSO	NA	DL238	C	1	q10.norm.yellow	0.0308072174738841
3	albendazole125	DMSO	N2	C	10	q10.norm.yellow	0.0378073184676958
3	albendazole25	DMSO	N2	C	11	q10.norm.yellow	0.0317460317460317
3	albendazole3125	DMSO	DL238	C	2	q10.norm.yellow	0.0457039283349019
3	albendazole625	DMSO	DL238	C	3	q10.norm.yellow	0.0521627906976744
3	albendazole125	DMSO	DL238	C	4	q10.norm.yellow	0.0526042383376909
